"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Rims4",0.00684173323366019,-0.265427088042892,0.289,0.388,1,"MedL.A2","Rims4"
"Chd1l",0.00688629083395904,-0.62317588274634,0.086,0.168,1,"MedL.A2","Chd1l"
"Sc5d",0.00692594549870993,0.549302841604828,0.5,0.414,1,"MedL.A2","Sc5d"
"Rnf24",0.00693078340532063,-0.356486903021334,0.625,0.695,1,"MedL.A2","Rnf24"
"Serpine2.1",0.00694427946223618,1.50119702331708,0.25,0.19,1,"MedL.A2","Serpine2"
"Hmgxb3",0.00696065682790714,0.289425613829148,0.467,0.592,1,"MedL.A2","Hmgxb3"
"Ttc26",0.00700831474688536,-0.649088937006921,0.388,0.481,1,"MedL.A2","Ttc26"
"Eepd1",0.00701185052044736,1.12465946439167,0.283,0.201,1,"MedL.A2","Eepd1"
"Skp2",0.00703369327633881,0.308378029268806,0.164,0.273,1,"MedL.A2","Skp2"
"Ccdc122",0.00723631770310908,-1.94203461619907,0.132,0.211,1,"MedL.A2","Ccdc122"
"Anln",0.00743677090810979,0.744566471355961,0.289,0.403,1,"MedL.A2","Anln"
"Wdr3",0.00745603630780973,-1.27979951136487,0.059,0.133,1,"MedL.A2","Wdr3"
"Efcc1.1",0.0074662295673986,1.34733843698385,0.204,0.132,1,"MedL.A2","Efcc1"
"Plxdc2.2",0.00752522330900665,-0.678985517767023,0.533,0.623,1,"MedL.A2","Plxdc2"
"Clrn1",0.0075427895615463,1.08057046615649,0.151,0.09,1,"MedL.A2","Clrn1"
"Mest.1",0.00758294383605872,0.286515022670838,0.276,0.417,1,"MedL.A2","Mest"
"Vstm5",0.00771523363120431,-0.348967905004407,0.375,0.466,1,"MedL.A2","Vstm5"
"Rwdd3",0.00771805788379122,-0.983521800347094,0.046,0.116,1,"MedL.A2","Rwdd3"
"Hbegf",0.00779535571011255,1.49192086653186,0.145,0.086,1,"MedL.A2","Hbegf"
"Eif3b",0.00784325570762623,-0.349965935328273,0.289,0.385,1,"MedL.A2","Eif3b"
"Erich1",0.00788754255501094,-0.38798099116563,0.224,0.316,1,"MedL.A2","Erich1"
"Rnf144a",0.00789134246284731,-0.442764012040303,0.289,0.392,1,"MedL.A2","Rnf144a"
"Prag1.1",0.00789491879608724,-0.423529144779703,0.099,0.181,1,"MedL.A2","Prag1"
"Usp35",0.00794300945301239,-0.670643473449594,0.105,0.195,1,"MedL.A2","Usp35"
"Mical3",0.00807376250382634,0.367421851148451,0.888,0.889,1,"MedL.A2","Mical3"
"Sept8",0.00815239082828205,0.259084416702189,0.322,0.463,1,"MedL.A2","Sept8"
"Nr2f2.2",0.00822720877082028,0.679613439967783,0.283,0.201,1,"MedL.A2","Nr2f2"
"Zbtb14.1",0.00823821755967727,-0.374805391626903,0.151,0.245,1,"MedL.A2","Zbtb14"
"Ptger4",0.00824758047221068,-0.373432117665349,0.092,0.176,1,"MedL.A2","Ptger4"
"Vwa3a",0.00829597910674163,-0.383209111145817,0.316,0.228,1,"MedL.A2","Vwa3a"
"Cinp",0.00832028096989215,-0.460910142691894,0.257,0.363,1,"MedL.A2","Cinp"
"Gpi1",0.00833291684957848,0.431054245725411,0.789,0.817,1,"MedL.A2","Gpi1"
"Mettl25",0.00834284642194347,-0.570846379463533,0.276,0.376,1,"MedL.A2","Mettl25"
"Six4.1",0.00841166430371985,-0.556791970097526,0.066,0.138,1,"MedL.A2","Six4"
"Golga3",0.00844405613905594,0.250580264836621,0.421,0.539,1,"MedL.A2","Golga3"
"Ctns.1",0.00846139983521686,0.264352129231099,0.362,0.496,1,"MedL.A2","Ctns"
"Dok7",0.00848379151739194,-0.429630476380344,0.086,0.169,1,"MedL.A2","Dok7"
"Hao1",0.0085000912669293,0.35987842729383,0.257,0.174,1,"MedL.A2","Hao1"
"Cfl2",0.00852094305779333,0.425908643033978,0.257,0.4,1,"MedL.A2","Cfl2"
"Lman2l",0.00853620250533411,1.0000477911469,0.355,0.27,1,"MedL.A2","Lman2l"
"Pi4kb",0.00854162190387925,-0.26097447513929,0.309,0.428,1,"MedL.A2","Pi4kb"
"Mrps2",0.00857956924348633,-0.869861388086462,0.072,0.149,1,"MedL.A2","Mrps2"
"Ints8",0.00860174832473443,0.430188669477057,0.362,0.529,1,"MedL.A2","Ints8"
"Ppp2r2a",0.00863626566924483,0.318523195440182,0.618,0.733,1,"MedL.A2","Ppp2r2a"
"Phospho2",0.00870058615852589,0.533981716581487,0.243,0.36,1,"MedL.A2","Phospho2"
"Spock2",0.00871164624761325,0.462591819123112,0.849,0.849,1,"MedL.A2","Spock2"
"Mrm1",0.00881683113579247,-0.862290837566318,0.092,0.172,1,"MedL.A2","Mrm1"
"Dapk2",0.00882134993440091,-1.08898969933824,0.178,0.274,1,"MedL.A2","Dapk2"
"Zbtb37",0.00903302949597101,-0.996801706508145,0.138,0.222,1,"MedL.A2","Zbtb37"
"Tmem231",0.00905068079487332,-0.549366787305859,0.237,0.334,1,"MedL.A2","Tmem231"
"Chd3.1",0.00917387318977732,0.763131142256763,0.309,0.23,1,"MedL.A2","Chd3"
"Wdcp",0.00917816243436398,-0.470276344047408,0.309,0.404,1,"MedL.A2","Wdcp"
"Rims3",0.00919152630435926,1.32641312792954,0.138,0.081,1,"MedL.A2","Rims3"
"Eif2ak2.1",0.00919458870733034,-0.371389672625607,0.118,0.206,1,"MedL.A2","Eif2ak2"
"Vrk3",0.00926121857920933,-0.385250273260035,0.079,0.159,1,"MedL.A2","Vrk3"
"Gspt1.1",0.00926702738966464,-0.482117990590768,0.105,0.189,1,"MedL.A2","Gspt1"
"Cc2d1b",0.00932241121064173,0.298539731451104,0.164,0.272,1,"MedL.A2","Cc2d1b"
"Pdxk",0.00937235721721863,1.06063641210956,0.336,0.273,1,"MedL.A2","Pdxk"
"Mars",0.00940508249764639,0.275223275292148,0.151,0.253,1,"MedL.A2","Mars"
"Enpp2",0.00950372144652439,-0.255054694139497,0.48,0.561,1,"MedL.A2","Enpp2"
"Rpl21",0.0095274006991662,0.908059920149493,0.408,0.331,1,"MedL.A2","Rpl21"
"Trmt5",0.00954905838169811,-0.424855783313147,0.105,0.195,1,"MedL.A2","Trmt5"
"Fli1",0.00956742436694004,-0.31240288329837,0.079,0.159,1,"MedL.A2","Fli1"
"Unkl",0.00967905497486933,-0.749957969015525,0.27,0.36,1,"MedL.A2","Unkl"
"Zfp142",0.0096853639413087,0.456041660078699,0.211,0.315,1,"MedL.A2","Zfp142"
"Adprh",0.00979930541066364,0.712763096843882,0.395,0.322,1,"MedL.A2","Adprh"
"Cacng3",0.00985554715797248,-0.855940239458691,0.066,0.139,1,"MedL.A2","Cacng3"
"Sap30bp",0.00995151303641619,-0.329433198024972,0.197,0.296,1,"MedL.A2","Sap30bp"
"Plppr5.1",0.00996928585540043,0.905829420330418,0.362,0.291,1,"MedL.A2","Plppr5"
"Cdh20.2",3.62780407203561e-39,1.47143239137662,0.973,0.601,4.29858504495499e-35,"IntA.A1","Cdh20"
"Trpm3.2",7.75021432513554e-35,1.48731388751938,0.991,0.84,9.1832289538531e-31,"IntA.A1","Trpm3"
"Prkcd.2",5.96073761519712e-31,1.82881952785109,0.573,0.164,7.06287800024706e-27,"IntA.A1","Prkcd"
"Adgrb3.3",1.00507751064345e-28,-1.05201463866087,0.991,1,1.19091634236143e-24,"IntA.A1","Adgrb3"
"Slc24a3.2",4.69968634979366e-27,1.10933025108154,0.991,0.769,5.5686583558705e-23,"IntA.A1","Slc24a3"
"Negr1.2",1.46581517878207e-24,0.957515713412417,1,0.982,1.73684440533888e-20,"IntA.A1","Negr1"
"Asic2.3",1.63887352448107e-23,-2.16509268464684,0.664,0.868,1.94190123915762e-19,"IntA.A1","Asic2"
"Ptprd.2",4.11239199979269e-23,0.645552246242512,1,0.994,4.87277328055436e-19,"IntA.A1","Ptprd"
"Fam19a1.2",4.51494380601799e-23,0.974411315038007,1,0.872,5.34975691575072e-19,"IntA.A1","Fam19a1"
"Cntn4.3",3.28938536760232e-22,0.772614186302941,1,0.897,3.89759272207199e-18,"IntA.A1","Cntn4"
"Thsd7b.3",5.11287433955332e-22,-2.038551945414,0.727,0.91,6.05824480493672e-18,"IntA.A1","Thsd7b"
"Htr2c.3",9.84582834358764e-22,0.725072359780238,1,0.886,1.1666322004317e-17,"IntA.A1","Htr2c"
"Tenm2.1",7.935978601574e-21,0.466159185501656,1,0.999,9.40334104500503e-17,"IntA.A1","Tenm2"
"Lmo3.3",9.10678694411541e-21,1.04718467650199,0.936,0.735,1.07906318500823e-16,"IntA.A1","Lmo3"
"Sgcd.3",6.71568281929441e-20,-1.70990856151869,0.755,0.904,7.95741257258194e-16,"IntA.A1","Sgcd"
"Nell1.1",1.11081701264477e-19,-1.43187598265691,0.664,0.858,1.31620707828279e-15,"IntA.A1","Nell1"
"Tcerg1l.2",1.42793449909308e-19,1.62486674756754,0.718,0.371,1.69195958797539e-15,"IntA.A1","Tcerg1l"
"Dscaml1.2",3.66877055759314e-19,0.788545004330859,0.909,0.58,4.34712623369211e-15,"IntA.A1","Dscaml1"
"Nrg1.3",4.77555112303007e-19,-1.00938838121424,0.991,0.997,5.65855052567833e-15,"IntA.A1","Nrg1"
"Fam155a.1",6.04384593966482e-19,0.299842547869638,1,1,7.16135305390885e-15,"IntA.A1","Fam155a"
"Adcy2.2",7.89299300545191e-19,0.907100808506833,0.918,0.654,9.35240741215996e-15,"IntA.A1","Adcy2"
"Kcnip4.3",7.8243160674658e-18,-0.676228824110963,0.982,0.994,9.27103210834022e-14,"IntA.A1","Kcnip4"
"Cdh10.1",1.54448313675433e-16,-1.12769206535429,0.6,0.871,1.8300580687402e-12,"IntA.A1","Cdh10"
"Ntrk3.1",1.65409603975873e-16,-0.848363337223924,0.818,0.972,1.95993839751013e-12,"IntA.A1","Ntrk3"
"Fgf12.2",2.45418002390936e-16,-0.653379245439913,0.991,0.993,2.9079579103302e-12,"IntA.A1","Fgf12"
"Prox1.2",9.66232926140729e-16,1.4238977687817,0.509,0.203,1.14488939418415e-11,"IntA.A1","Prox1"
"Nrp1.2",4.6659777917694e-15,1.05646399434089,0.818,0.515,5.52871708546757e-11,"IntA.A1","Nrp1"
"Cadm1.1",6.44668118267739e-15,-0.911703370203976,0.491,0.814,7.63867253335444e-11,"IntA.A1","Cadm1"
"Ptprt.2",7.27386326053476e-15,0.491664222711728,0.991,0.977,8.61880057740764e-11,"IntA.A1","Ptprt"
"Mctp2",9.19596625947238e-15,-1.53492206397436,0.373,0.691,1.08963004208488e-10,"IntA.A1","Mctp2"
"Il1rapl2.3",2.07114978371149e-13,0.540314671980191,0.991,0.939,2.45410537871974e-09,"IntA.A1","Il1rapl2"
"Cntn5.2",2.51282385552865e-13,0.520173797931609,1,0.974,2.97744498641589e-09,"IntA.A1","Cntn5"
"Cdh9.1",2.97238657658201e-13,-3.33374408691334,0.127,0.458,3.52198085459202e-09,"IntA.A1","Cdh9"
"Cntn3.3",3.66300167026425e-13,0.64817934012131,0.991,0.825,4.3402906790961e-09,"IntA.A1","Cntn3"
"Sntg2.1",6.92365255267767e-13,0.864893445237645,0.782,0.518,8.20383590966777e-09,"IntA.A1","Sntg2"
"Cplx2.1",1.38924265396098e-12,1.28785019052527,0.618,0.355,1.64611362067837e-08,"IntA.A1","Cplx2"
"Nfib.3",2.33959392209816e-12,-1.24023238548386,0.527,0.765,2.77218483829411e-08,"IntA.A1","Nfib"
"Cpne4.3",2.98505869536223e-12,0.772274598283593,0.873,0.661,3.53699604813471e-08,"IntA.A1","Cpne4"
"Csmd3.3",4.25123315111479e-12,-0.797775170220977,0.991,0.989,5.03728616075592e-08,"IntA.A1","Csmd3"
"Slit2.2",7.21316662965945e-12,-0.878670673977408,0.736,0.88,8.54688113948348e-08,"IntA.A1","Slit2"
"Plch1.2",1.01568864492155e-11,0.812753514787945,0.891,0.688,1.20348947536754e-07,"IntA.A1","Plch1"
"Rora.1",1.12732998994476e-11,0.320870726815357,1,0.999,1.33577330508555e-07,"IntA.A1","Rora"
"Grik2.3",1.25029018696671e-11,0.372172269430835,1,0.998,1.48146884253686e-07,"IntA.A1","Grik2"
"A830018L16Rik.1",1.77397597221182e-11,0.711555133405662,0.973,0.921,2.10198412947378e-07,"IntA.A1","A830018L16Rik"
"Sv2c.3",1.99909888178873e-11,-1.9666722657106,0.227,0.525,2.36873226503147e-07,"IntA.A1","Sv2c"
"Kcnh7.1",2.95614921519994e-11,0.491535558260912,0.982,0.966,3.50274120509041e-07,"IntA.A1","Kcnh7"
"Alcam.3",2.97127135278416e-11,-1.17092204890755,0.391,0.682,3.52065942591395e-07,"IntA.A1","Alcam"
"Hunk.3",4.35928063555342e-11,0.895053081579541,0.818,0.659,5.16531162506725e-07,"IntA.A1","Hunk"
"Colq.2",4.71466526972181e-11,-3.75770375506058,0.009,0.304,5.58640687809338e-07,"IntA.A1","Colq"
"Cacna2d1.3",5.77575544464991e-11,-1.21729888483627,0.818,0.882,6.84369262636568e-07,"IntA.A1","Cacna2d1"
"Nrxn3.1",6.91158158580101e-11,-0.6586663995419,0.964,0.973,8.18953302101562e-07,"IntA.A1","Nrxn3"
"Dab1.2",8.4250294038356e-11,-0.878758598124091,0.836,0.938,9.98281734060481e-07,"IntA.A1","Dab1"
"Samsn1.1",8.64870277300457e-11,0.448564224373392,0.9,0.746,1.02478479157331e-06,"IntA.A1","Samsn1"
"Luzp2.2",8.87910743907022e-11,-3.57828344213763,0.464,0.655,1.05208544045543e-06,"IntA.A1","Luzp2"
"Dpp10.1",9.31176453866276e-11,0.437082625313341,1,0.969,1.10335098018615e-06,"IntA.A1","Dpp10"
"Lgr5.2",1.04730359507396e-10,-1.00680002576568,0.818,0.899,1.24095002980314e-06,"IntA.A1","Lgr5"
"Csmd2.2",1.05717272980923e-10,-0.485091264541582,0.973,0.987,1.25264396755096e-06,"IntA.A1","Csmd2"
"Ttc28.1",1.2343073978236e-10,-0.699997080895323,0.545,0.771,1.46253083568118e-06,"IntA.A1","Ttc28"
"Nxph1.2",1.32566674875101e-10,-1.24492407248443,0.582,0.8,1.57078253059507e-06,"IntA.A1","Nxph1"
"March1.2",1.50977582308473e-10,0.382296942482795,0.945,0.817,1.7889333727731e-06,"IntA.A1","March1"
"Cgnl1.3",2.45467080055403e-10,-1.65358391871676,0.227,0.497,2.90853943157647e-06,"IntA.A1","Cgnl1"
"Lcp1.2",3.47092009265668e-10,-2.4798137920617,0.091,0.384,4.1126932177889e-06,"IntA.A1","Lcp1"
"Klhl5.2",3.67125676098151e-10,0.975705534788166,0.636,0.389,4.35007213608699e-06,"IntA.A1","Klhl5"
"Rapgef5.3",4.43486953079852e-10,-0.884095006536374,0.464,0.747,5.25487690704317e-06,"IntA.A1","Rapgef5"
"Sorcs3.1",6.89909926221162e-10,0.853617745252535,0.745,0.522,8.17474271579455e-06,"IntA.A1","Sorcs3"
"Robo2.2",9.34922434704315e-10,0.409625899185427,1,0.985,1.10778959288114e-05,"IntA.A1","Robo2"
"Thrb.1",1.38247397337378e-09,-0.570874947579948,0.736,0.894,1.6380934110506e-05,"IntA.A1","Thrb"
"Ntng1.2",1.74577958502372e-09,0.329306104898984,1,0.961,2.0685742302946e-05,"IntA.A1","Ntng1"
"Adgrl3.1",1.95967350948076e-09,0.326588332622229,1,0.999,2.32201714138375e-05,"IntA.A1","Adgrl3"
"Ebf2.3",2.40006855381855e-09,-1.99678491166931,0.309,0.553,2.8438412294196e-05,"IntA.A1","Ebf2"
"Erbb4.3",2.69401900400831e-09,0.328090674229906,0.991,0.956,3.19214311784944e-05,"IntA.A1","Erbb4"
"Ryr2",3.06895682021429e-09,-0.418017251598975,0.973,0.989,3.63640693627191e-05,"IntA.A1","Ryr2"
"Lrp1b.3",3.98497722858885e-09,-0.453075777376562,1,0.996,4.72179951815492e-05,"IntA.A1","Lrp1b"
"Plcb1.3",6.15791092677749e-09,-0.90772467011785,0.573,0.747,7.29650865713865e-05,"IntA.A1","Plcb1"
"Kcnj3.2",6.75530377619229e-09,-0.395972745503077,0.9,0.976,8.00435944441025e-05,"IntA.A1","Kcnj3"
"Lzts1.1",6.85508778575592e-09,-0.84515159928839,0.364,0.659,8.12259351734219e-05,"IntA.A1","Lzts1"
"Kirrel3.2",6.88580818622422e-09,-1.3744106047848,0.491,0.72,8.15899411985708e-05,"IntA.A1","Kirrel3"
"Ppp2r2b.3",7.27770787928255e-09,-0.423225153369057,0.982,0.984,8.62335606616189e-05,"IntA.A1","Ppp2r2b"
"Vwc2l.2",7.9127806856019e-09,0.743161615741465,0.791,0.628,9.3758538343697e-05,"IntA.A1","Vwc2l"
"Slc16a10",8.86020200008788e-09,-1.18684892169952,0.291,0.554,0.000104984533499041,"IntA.A1","Slc16a10"
"Cdh7.1",8.98469571121177e-09,-0.742601608659935,0.691,0.846,0.000106459659482148,"IntA.A1","Cdh7"
"Dock4.3",9.29574402027870e-09,-0.615510574672395,0.764,0.906,0.000110145270896282,"IntA.A1","Dock4"
"Tll1.2",1.01725277687686e-08,-2.56160647750115,0.318,0.533,0.000120534281532139,"IntA.A1","Tll1"
"Dysf.2",1.02772695510766e-08,-1.82507177764051,0.236,0.473,0.000121775366910707,"IntA.A1","Dysf"
"Htr1f.2",1.15007266268866e-08,-2.34052161093564,0.218,0.461,0.000136272109801979,"IntA.A1","Htr1f"
"Cadm2",1.31049898892017e-08,0.253111321760811,1,1,0.000155281025197151,"IntA.A1","Cadm2"
"Fgd3",1.59060168442358e-08,2.39584452370593,0.255,0.098,0.00018847039358735,"IntA.A1","Fgd3"
"Sntb1",2.22872387634348e-08,2.79792167072015,0.473,0.29,0.000264081492107939,"IntA.A1","Sntb1"
"Ppfia2.1",2.84741185504937e-08,0.361725250960899,1,0.994,0.0003373898307048,"IntA.A1","Ppfia2"
"Ano4.1",3.08865173928613e-08,-0.417417630985871,0.918,0.961,0.000365974344588013,"IntA.A1","Ano4"
"Park2",3.22809198357629e-08,-0.349235808044873,0.991,0.995,0.000382496619133955,"IntA.A1","Park2"
"Slit3.3",3.4436289314748e-08,-0.714335287101183,0.791,0.89,0.000408035592090449,"IntA.A1","Slit3"
"Ccdc171.2",3.97873416351522e-08,-0.98474778690608,0.573,0.734,0.000471440211034918,"IntA.A1","Ccdc171"
"Nfia.2",5.2776244015974e-08,-0.689065270027423,0.618,0.833,0.000625345715345276,"IntA.A1","Nfia"
"Lrrc1.3",5.64847441863047e-08,0.84030391481184,0.736,0.556,0.000669287733863524,"IntA.A1","Lrrc1"
"Pdzrn4.2",6.16170205845438e-08,0.371465121333157,0.973,0.955,0.000730100076906259,"IntA.A1","Pdzrn4"
"Cacna1g.1",6.48879128584842e-08,0.991648519569977,0.291,0.124,0.000768856879460179,"IntA.A1","Cacna1g"
"Slc4a9.1",9.89815317783173e-08,-2.01938195310576,0.045,0.277,0.00117283217004128,"IntA.A1","Slc4a9"
"Nkain3.1",1.48212225850164e-07,0.451156311789538,0.927,0.873,0.00175616666409859,"IntA.A1","Nkain3"
"Ryr3.3",1.60050232450587e-07,-0.583746779310404,0.936,0.954,0.00189643520430701,"IntA.A1","Ryr3"
"Ndst4.3",1.7012531868266e-07,-1.04166303330272,0.309,0.533,0.00201581490107083,"IntA.A1","Ndst4"
"Npas3.2",1.75688323342456e-07,-0.618467819905581,0.882,0.949,0.00208173094328476,"IntA.A1","Npas3"
"Sparcl1.2",1.79162302770706e-07,0.400786134328519,0.973,0.941,0.0021228941255301,"IntA.A1","Sparcl1"
"Pcyt1b.2",2.78571071989145e-07,-0.720433741182565,0.3,0.555,0.00330078863199938,"IntA.A1","Pcyt1b"
"Vti1a.1",2.87747020156853e-07,-0.44942489374417,0.891,0.946,0.00340951444183855,"IntA.A1","Vti1a"
"Ppargc1a.1",3.05790287051963e-07,-0.437713022686936,0.909,0.951,0.0036233091112787,"IntA.A1","Ppargc1a"
"Kctd8.2",3.11630159609933e-07,-1.26864004522857,0.336,0.538,0.0036925057612181,"IntA.A1","Kctd8"
"Lrfn5.1",3.2788870499573e-07,-0.315825492979952,1,0.997,0.0038851532654944,"IntA.A1","Lrfn5"
"Runx1t1.2",3.98795919628175e-07,0.538870687783955,0.936,0.885,0.00472533285167424,"IntA.A1","Runx1t1"
"Vgll4",4.3805740305897e-07,-1.07196445903295,0.273,0.501,0.00519054216884574,"IntA.A1","Vgll4"
"Adgrl2.3",4.60010291899774e-07,0.428031148374424,0.927,0.819,0.00545066194872042,"IntA.A1","Adgrl2"
"Cdh8.2",4.71282631569874e-07,0.347822225613758,0.955,0.755,0.00558422790147144,"IntA.A1","Cdh8"
"Kitl.3",5.47013746170671e-07,0.813722306299285,0.709,0.517,0.00648156587837628,"IntA.A1","Kitl"
"Gpr158",5.72931356026001e-07,0.345038296175463,0.991,0.982,0.00678866363755209,"IntA.A1","Gpr158"
"Gfra1.2",5.96327870861714e-07,-2.5880115599043,0.227,0.424,0.00706588894184045,"IntA.A1","Gfra1"
"Actn2.2",6.87395549024747e-07,-0.671364311286152,0.282,0.54,0.00814494986039422,"IntA.A1","Actn2"
"Chsy3.1",6.99970535844479e-07,-0.628864413801406,0.691,0.811,0.00829395087922123,"IntA.A1","Chsy3"
"Acan.3",9.13362898346867e-07,-1.12891761286686,0.164,0.402,0.010822436982512,"IntA.A1","Acan"
"Mn1.3",9.2938463169088e-07,0.934474185745488,0.4,0.208,0.0110122785009052,"IntA.A1","Mn1"
"Mitf.3",9.60052466422932e-07,-0.519494850415543,0.7,0.842,0.0113756616746453,"IntA.A1","Mitf"
"Igsf21.2",9.86755333327883e-07,1.08099704084746,0.7,0.55,0.0116920639446021,"IntA.A1","Igsf21"
"Mgat5b",9.94583880438021e-07,1.11620080457567,0.427,0.246,0.0117848243993101,"IntA.A1","Mgat5b"
"Efna5.2",1.03428697669851e-06,0.537632712555044,0.918,0.902,0.0122552663869007,"IntA.A1","Efna5"
"Pde9a.1",1.07610307875079e-06,-2.05697877632428,0.173,0.381,0.0127507453801181,"IntA.A1","Pde9a"
"Adamts17.1",1.08835782481813e-06,-0.704249865302793,0.609,0.775,0.0128959518662701,"IntA.A1","Adamts17"
"Hs3st5.3",1.09073410023329e-06,0.430249967719526,0.945,0.908,0.0129241083536642,"IntA.A1","Hs3st5"
"Pde10a.1",1.09301144917503e-06,-0.429095228689344,0.891,0.955,0.012951092661275,"IntA.A1","Pde10a"
"Kcnq1.1",1.10560349686086e-06,-1.43980947058825,0.164,0.385,0.0131002958343044,"IntA.A1","Kcnq1"
"P2rx6.2",1.27180245226339e-06,-1.35152857555968,0.055,0.261,0.015069587256869,"IntA.A1","P2rx6"
"Dglucy.1",1.31184027686465e-06,-0.973740091269507,0.236,0.458,0.0155439954405692,"IntA.A1","Dglucy"
"Arhgap10.2",1.36825555869159e-06,-1.11595358074205,0.273,0.49,0.0162124601149366,"IntA.A1","Arhgap10"
"Myt1l.1",1.404401679385e-06,0.365902791341409,1,0.993,0.0166407554990329,"IntA.A1","Myt1l"
"Fryl.2",1.63683850508136e-06,-0.55346003230671,0.909,0.914,0.019394899446709,"IntA.A1","Fryl"
"Rreb1.3",1.64276760362068e-06,-0.829112647324136,0.509,0.677,0.0194651533353015,"IntA.A1","Rreb1"
"Cep83.2",1.70372478095779e-06,-0.50935885459636,0.636,0.821,0.0201874349295689,"IntA.A1","Cep83"
"Map2k6.2",1.75253426685646e-06,-0.928106316331685,0.227,0.455,0.0207657785279822,"IntA.A1","Map2k6"
"1810041L15Rik.2",1.77988053202452e-06,0.607787914371419,0.6,0.386,0.0210898044239586,"IntA.A1","1810041L15Rik"
"Gpc5.2",1.78233747758946e-06,0.47889961673834,0.9,0.867,0.0211189167719575,"IntA.A1","Gpc5"
"Slc24a2.2",1.91970471460531e-06,0.294746407387211,1,0.992,0.0227465811633583,"IntA.A1","Slc24a2"
"Tmtc1.2",2.07868916443193e-06,-0.593490582736093,0.791,0.909,0.024630387909354,"IntA.A1","Tmtc1"
"Sept8.1",2.26050433051929e-06,-0.431496035704776,0.218,0.466,0.026784715812323,"IntA.A1","Sept8"
"Wipf2",2.27614199206134e-06,-0.758172520499169,0.427,0.62,0.0269700064639348,"IntA.A1","Wipf2"
"Sh3rf1.1",2.29899032714285e-06,-0.454805695051852,0.391,0.637,0.0272407363863156,"IntA.A1","Sh3rf1"
"Arpp21.3",2.34642884465995e-06,0.279972331200852,0.991,0.919,0.0278028353803757,"IntA.A1","Arpp21"
"Kcnc2.1",2.35607628470894e-06,-0.835939502421257,0.482,0.663,0.0279171478975162,"IntA.A1","Kcnc2"
"Zfp462.1",2.40620047160333e-06,-0.864559438013258,0.618,0.729,0.0285110693880278,"IntA.A1","Zfp462"
"Dmd.1",2.42756586955333e-06,0.325309780651707,1,0.995,0.0287642279883374,"IntA.A1","Dmd"
"Grik3.3",2.4750413097463e-06,0.524145465267439,0.755,0.596,0.0293267644791839,"IntA.A1","Grik3"
"Brinp1.2",2.47984907178306e-06,0.538957006680793,0.936,0.808,0.0293837316515574,"IntA.A1","Brinp1"
"Mettl6.1",2.5221805953337e-06,-0.748058805608284,0.3,0.516,0.029885317874109,"IntA.A1","Mettl6"
"Sh3bgrl2.1",2.71422755995876e-06,-0.521078505008435,0.409,0.652,0.0321608823579513,"IntA.A1","Sh3bgrl2"
"Rubcnl.2",2.76050559014208e-06,-1.61755536147067,0.064,0.258,0.0327092307375935,"IntA.A1","Rubcnl"
"Fam19a2.3",2.85243756974767e-06,-1.47580793484295,0.527,0.661,0.0337985327639401,"IntA.A1","Fam19a2"
"Xylt1.1",3.16718122711271e-06,-0.447164684716152,0.518,0.727,0.0375279303600585,"IntA.A1","Xylt1"
"Bicc1.1",3.43318532480301e-06,-0.575890966661023,0.345,0.576,0.0406798129135909,"IntA.A1","Bicc1"
"Mknk1.1",3.73194972691002e-06,-1.00755593798939,0.155,0.375,0.0442198723141569,"IntA.A1","Mknk1"
"Sfmbt2.1",3.89448147242448e-06,-0.400047926764243,0.509,0.722,0.0461457109667576,"IntA.A1","Sfmbt2"
"Adcy8",4.13688824641142e-06,-0.456343863980552,0.745,0.884,0.0490179888317289,"IntA.A1","Adcy8"
"Nectin3",4.22890940996906e-06,1.05047876230386,0.709,0.532,0.0501083475987234,"IntA.A1","Nectin3"
"Rasal2.2",4.42278180981165e-06,0.340051065013363,1,0.974,0.0524055416644582,"IntA.A1","Rasal2"
"Vstm2a.1",5.10658840785599e-06,-1.00992904295936,0.4,0.587,0.0605079660446856,"IntA.A1","Vstm2a"
"Adamts3.1",5.17203002115464e-06,-0.567316487018754,0.491,0.704,0.0612833837206613,"IntA.A1","Adamts3"
"Brms1l",5.80496045906971e-06,-0.436805520806699,0.6,0.761,0.068782976479517,"IntA.A1","Brms1l"
"Nrp2.1",5.84957103221107e-06,-0.3862632754982,0.555,0.748,0.069311567160669,"IntA.A1","Nrp2"
"Sema6d.1",5.95178592478726e-06,0.468577076176804,0.918,0.883,0.0705227114228042,"IntA.A1","Sema6d"
"Sfxn1",6.12920525442049e-06,-0.509273694152582,0.273,0.508,0.0726249530596284,"IntA.A1","Sfxn1"
"Trak1",6.21730779156147e-06,-0.506628276906924,0.764,0.853,0.0736688800222119,"IntA.A1","Trak1"
"Gabra1.1",6.40995030743295e-06,0.391336117022427,0.982,0.937,0.075951501192773,"IntA.A1","Gabra1"
"Oprd1.1",6.59170176941327e-06,-2.15014803262504,0.118,0.309,0.0781050742657778,"IntA.A1","Oprd1"
"Efr3a",6.81871114461461e-06,-0.412236771286584,0.818,0.901,0.0807949083525385,"IntA.A1","Efr3a"
"Syt9.2",6.84502144650543e-06,0.927567995298362,0.664,0.543,0.0811066591196428,"IntA.A1","Syt9"
"Cux2.2",7.19741952515962e-06,-0.57531094649349,0.6,0.749,0.0852822239536163,"IntA.A1","Cux2"
