"","RNA.Lat.B1","RNA.IntP.A1","RNA.IntP.B1","RNA.IntP.B2","RNA.IntA.B1","RNA.IntA.B2"
"Dtx4",37.3139549749824,38.9202544582798,20.2456278055863,37.0723699993978,24.57579216912,18.1285286615359
"Osbp",62.956773926555,33.9263762674684,41.1061869776518,47.6375497214479,49.1335992387334,31.6705644237036
"Unc93b1",0.301160246765926,0.652283773782474,0,0.0760174042607003,0.0569003777300126,0.887226366262238
"Pus3",7.55637824730672,5.05716522563156,6.53484549009277,5.1853718820453,16.526991562933,2.50149096518832
"Dcps",16.6613883382519,4.22667168753067,9.81838939527387,54.8617947282122,9.154916476784,5.78332151871419
"Kmt5b",91.2308752235714,139.423354732451,150.535997531463,89.242012266937,85.7117816064703,80.5025201207784
"Foxred1",41.8958653808864,58.236397186386,29.2153203183678,43.6694189072998,63.3560642950596,63.7926984133399
"Ppp6r3",172.810555450075,205.941765929872,187.008022578379,184.734006012851,276.742901254703,158.78851218671
"St3gal4",15.7343829221029,10.3249783050717,7.62959802372699,24.1439965227457,15.6378048938506,11.5359927470358
"Cpt1a",74.7199551861307,22.5492494964182,48.0541597264398,46.1810571635991,73.5789940344153,117.209863283106
"Ccnd1",9.69638311085775,2.1415751745451,2.51837376241097,3.07812191397882,10.6834379427762,5.86277043736138
"Ccdc86",0.590076359349223,0.290201497346862,0.0639348159147636,0.221083592590693,0,1.04542743346044
"Prpf19",24.3228578755283,48.8691970079488,53.7604112280081,26.345641765151,31.6083653919099,28.0522194368453
"Cckbr",11.1116417171505,2.21031401109779,11.0074818349751,9.56689871702773,16.1121426022658,23.3091843767169
"Trim3",19.3119379022546,20.3891643625767,8.47736149569564,18.9035022254657,30.5562559916994,12.0593275984036
"Panx1",1.81591865194971,16.8940666572158,6.21406495615853,5.61200867877943,9.62047513363425,3.18269322905187
"Arhgef17",39.3553081200532,52.0212998993787,37.6875535785822,35.8864499729962,88.7773599436979,60.0367147839457
"Apoa4",0,0,0.0157487160071839,0,0.0168997502757701,0
"Cep164",106.788197663278,64.0156023678226,83.732669703321,55.8589082850147,100.535505672266,53.1808078377101
"Rnf141",95.4442042889359,164.405177650815,143.864454296456,98.139955682368,56.8010527293725,89.8198281816997
"Cep126",276.572231619722,266.861912764804,357.321934973651,333.122863520743,245.518534206763,382.343633958854
"Eif4g2",71.5705834663488,127.41913282407,47.602448631256,76.8031623099551,50.0581062026227,65.0170935999302
"Il10ra",0.528371510438551,0.0990402239791268,0.206363962432472,0,3.63554390851476,0.120900929546797
"Galnt18",11.6572312697108,129.681991434985,132.226608263745,241.755649842084,26.0225202231066,57.128676994141
"Ube4a",74.4893858712317,67.7363460847903,66.0241401718773,96.2100000523632,65.5332886012404,77.3718561207138
"Ddx6",39.9263323399035,72.6035300678512,40.4180863583255,46.4114125253111,45.9602370810706,71.1822779540785
"Cbl",93.869270394087,79.7201558763467,90.6512115812102,52.7747843715279,94.7392406156556,90.742783869607
"Nectin1",8.32515105948824,11.8358869650455,16.6189461330425,17.4057588375847,6.61075978291913,2.56876648780782
"Hipk3",64.8709910056673,67.8682013782338,57.5709586215679,51.7971242632786,61.4600125485873,66.2260464418558
"D430041D05Rik",267.046317004989,534.468730986579,359.22153713976,373.050550064161,324.673640657189,317.606114511142
"Fbxo3",36.7968349862259,50.8654132551006,45.6228335087162,24.3642187227833,49.3026318339521,52.1414275735739
"Pdhx",157.457628380381,207.084604758228,199.652673613045,129.924717599588,188.459027117578,167.241590866749
"Slc1a2",52.2713785820377,48.9346480296368,45.0317321306651,76.4862626788163,45.4229776137303,39.8405413230017
"Commd9",5.61844374670423,17.3347320156027,8.36504348217689,3.06125404183269,23.2764857559333,3.53963834171759
"Mdk",0.535926276525094,2.32372177807267,3.0277999041781,0.173158231658776,0.0741010661406979,0.250044600937956
"Ambra1",119.966468222289,76.5125744052783,67.0296570448338,86.5760106399345,102.861557745788,101.457520509583
"Madd",58.2073657218869,60.9433692761001,53.9095811263341,53.8250885654898,92.8243582766772,70.9979805127417
"Naa40",10.083932310915,16.5305963559225,6.86696429265571,8.88308530727365,14.2994987893021,14.4978304650556
"Cd81",3.70622713335374,48.537243909048,2.96055164881373,12.0394173144785,4.66002794055359,1.08331332252461
"Slc35f2",13.4178662039809,10.1873105945767,26.3855958079537,14.6968351012086,23.812312758159,13.5706095172842
"Elmod1",173.201981979069,137.247648498457,108.2543458202,190.576315698141,198.277268797125,143.567294919748
"Sox6",19.18298787341,397.751288800728,66.1893712370235,34.9574398379692,19.4958889047959,37.3627354527473
"1110004F10Rik",66.2260309047188,94.5576280985849,75.5083005445417,35.7424052226539,76.495567579006,62.3380725865496
"Rps13",12.7859168004673,6.08569031816512,5.78056421335135,21.6752859230504,8.34955924917124,0.687068207539054
"Nup98",73.4834543042179,97.5222966796899,74.3066749277927,73.933756424002,109.899835857552,89.5312190158852
"Ndufs8",52.1617561804512,36.9338615568399,47.7115666099271,55.5711421916585,91.4071752165319,67.4268651069502
"Tcirg1",36.042215684949,4.68043408523653,15.8585078974431,13.1847338264991,44.9560162467937,14.4670908175687
"Chka",142.725764283892,129.011123208649,133.139731778582,99.3225736169131,206.369346328003,145.997095460322
"Pou2af1",3.01664961655605,1.02543969346731,2.01199565126046,4.31896644629545,1.25272671066966,2.0480018565496
"Ptpn5",85.1507453422339,74.8521643202022,73.7402072705027,65.3159683665749,83.8777829992732,74.5215423903201
"Vwf",2.99346698379276,2.75840973417789,4.53886443862703,3.13603148333816,3.97533425546799,5.17972603718468
"P3h3",24.3056390731408,30.6008499193642,29.8703725104432,28.4805696349323,31.4918924902153,47.9938075935344
"Ppfibp1",40.7063813661701,22.0073089345223,6.88349624491161,28.5298893649125,42.8640311644996,48.4632701681006
"Prdm4",20.8287502200469,12.4886199370378,7.23116752908791,5.06477608944262,13.7536231748957,2.03855177792382
"Coq5",9.91604534358592,5.10341669382432,9.88204513426461,3.68601651567624,7.25239520561454,12.9283767460164
"Coro1c",31.0153151595229,38.6531599035844,18.4771903849643,24.2885626122239,37.7221730942109,30.973862509361
"Asic1",3.41127388238336,8.45895029399169,14.2028316326673,2.08419377967205,4.15568254854848,12.9715246383931
"Dao",6.85721349108109,1.78363559717375,7.66985295705963,4.7014285222425,8.56835555135825,16.7396086081487
"Caprin2",275.275853615806,319.058568984531,254.28654466059,244.015151390879,370.310865883403,286.93341244204
"Kctd10",12.6415452462224,7.90985713569754,12.450957881261,7.21500556472747,24.389966326204,4.74327917431346
"Slc11a2",29.9544201864011,63.0757768648345,35.2017521564246,52.1429437412399,58.5488379463956,32.6584130068055
"Mlec",29.8595618387765,52.972477066629,33.9785299040104,11.2825655503477,23.4088014815464,8.0589601816039
"Mvk",21.7454156800866,12.9285528087984,12.7383613496417,10.7938929652256,11.8298125828308,17.6619345639167
"Csrnp2",32.7125540144498,26.851832966878,38.4974842472489,18.3371862209463,45.0853685089935,50.513974147222
"Bin2",0.969911925551523,1.05932422350988,1.30095681587555,1.33812033533264,0.987033578571794,2.08220523346552
"Atp5b",43.6714050350107,143.449911622012,45.331791232787,69.4868928060125,148.192674947027,21.4156928725883
"Ptges3",23.1615689203881,37.3986055870549,39.7340489221479,21.8233908181113,49.9961945020042,31.8536746024355
"Syt10",1.20894265072105,38.3826998886743,2.82362508128436,1.2896744508956,0.359778518289432,15.7827248244415
"Rsrc2",156.230051233372,157.630635788634,96.0654608850999,155.077936446617,100.597729150248,199.700623590802
"Myf6",0.0129095810682801,0,0,0.0550830106478765,0,0
"Myf5",0.00290834117046452,0,0,0,0,2.58724179326903
"Lin7a",154.693823594907,124.886637966902,170.022721086828,141.740754127658,186.96851392926,94.3392411143068
"Krt18",2.05188779798213,1.92900471501232,0.30032044191152,0,3.67085768120954,0
"Acss3",19.9101639314507,34.9853649475695,30.4294233410925,13.5029271984496,35.568933163976,11.2048062813065
"Tns2",2.820916168619,10.3751604904579,2.27674181512807,1.42669479629235,7.63109384208931,0.123388027955779
"Gli1",4.26540163105251,0.135602058497227,0.225728878335333,1.6760470980116,4.92319327685265,12.0031829931669
"Ppm1h",243.600161184953,208.947406989619,218.018740051906,177.493404623164,302.976275693783,305.678319052343
"Metap2",94.1047632918652,118.72065333194,82.2666631821724,85.4979418900663,83.4586215393504,43.8580500755185
"Lta4h",20.1701887061552,14.3516761695236,9.30024335083884,19.4153061308399,23.3673647308713,9.4966862554751
"Elk3",5.64445118029331,9.71792359341829,5.87247994366803,4.28322344088716,11.8851562485884,5.70467972644382
"Slc6a12",1.65045589512945,0.29795533966231,1.72700808045489,1.77728739117573,3.24076609898694,0.817996764983944
"Wnt5b",45.7958907253759,46.0403754893131,31.6917513194478,50.0095890298098,55.7925139237743,41.1584302713849
"Itfg2",31.4442260306348,20.090065142521,27.4183375964897,57.4463589730378,40.1375743139201,29.0766147356436
"Foxm1",1.83649066611981,6.04664803722263,1.16770627348281,4.8916433106965,1.36362230911731,3.51412056494651
"Prmt8",180.386970268174,75.4207855631825,123.398977546732,101.617642236693,152.538556920561,109.229883498787
"Arpc3",7.869516938142,5.51048014780923,8.8483081770748,2.8386667287716,11.7202556990446,3.62127762662162
"Gpn3",3.73333114116475,5.52284796817723,6.00206495293985,3.05633822796006,2.86013126499297,4.69058782005392
"Fgf6",1.55259293125568,0.028392578043815,1.40943759760065,0.311214601537334,4.12049242155955,24.0817535817341
"Myl2",0.122575097378101,0.165983748263514,0.168031174068081,0.250769248723753,0.163028185493639,0
"Cux2",200.247482521195,380.819606757244,305.908978064027,257.334350420768,196.108962563795,438.422822966048
"Sh2b3",19.9109155871531,30.2420700140546,12.5996117880067,11.7348622485254,22.2372818326968,19.5107582406993
"Crebl2",18.5913790042846,48.4817265086668,24.6154156845715,19.0836940658363,22.3917851829531,20.142144766571
"Cdkn1b",0.963895246338827,2.55739673659178,4.13780943522354,2.62762007774342,5.16092412293763,1.65418769484791
"Naa25",126.513367346981,141.825881504573,166.00796483499,176.661166804297,201.667771414862,171.232130702692
"Gsg1",0.0206213184868182,0.685554188668765,0,3.67823448493939,0.37412497619178,0
"Scnn1a",5.88012330486668,0.179340250814405,0.628036367262668,1.66051189527808,1.21638851491107,1.87333766814332
"Ogfod2",0.00299186531268605,0,0.0880860336290455,0,0.0256971970782287,0
"Art4",2.31428855410063,1.85444215368085,0.0673909668069836,0,5.2642088117784,0.633282864910886
"Mgp",0.197189767647056,0.16708401237803,0.422975775486356,0.488549972704,0,0.404924093873281
"Rasal1",0.386593000542455,0.16759097141722,0.82985368232628,1.83803155547305,1.02177512117263,0.579049009018264
"Arhgdib",0.639616395719166,1.17296202403392,0.400111019471125,0,0.56727913001118,3.45942125293207
"Gtf2h3",22.6304296290591,52.8415827827575,19.8630553861601,11.7929894612702,54.3870238404048,16.0725124055776
"Eif2b1",15.2677197139893,33.8347030628507,13.1491004030266,21.1231235092589,27.2476149829992,22.8882636954672
"Ddx55",71.2778074834186,26.8853341054959,65.7030066760931,56.2759029274713,51.9863519614153,57.0263508351898
"Slc38a1",639.374403498295,482.037425048289,543.241574725002,516.108527988392,583.019070944867,662.546329452948
"Rergl",1.24046582112966,9.22671375037539,3.19949816187155,5.60996113168925,0.980607723246953,6.15455206106386
"Endou",0.929624190149579,0.261627333030524,0,0.289348805747643,1.21097533048334,0
"2410131K14Rik",15.7410403094077,24.1585776253648,5.85153646373822,19.3348974657841,32.2658057823029,8.78611772758142
"Vdr",0.968334194393784,0.825789084021314,1.12668730229933,0.712987831049563,0.491189722000625,1.05484648438906
"Fzd10",0,0,0,0,0,0
"Rfc5",13.7191253427009,24.7389852660134,6.61665277503666,7.28643653537434,14.6255988041147,17.5889014708784
"Stx2",18.5740416587644,31.6566583444174,18.303227698136,63.3457228522257,21.4918226466749,39.0214022752883
"Adgrd1",4.50068300204345,1.19693313082386,0.92680129273562,0.778486490355583,2.39844538640136,4.97085278412718
"Copz1",3.6923324975623,31.7598856536339,6.18370607160315,9.8170336328522,11.3241475843936,5.65267215468043
"Tbc1d30",84.0365904103685,66.8660112929493,62.808563669549,46.8799760709065,90.98705575687,92.3378397668073
"Cand1",66.6752919791587,85.037398120959,55.3005098970123,84.0812158155806,83.6875470415573,56.9666780026065
"Ifng",0,0,0,0,0,0
"Rab5b",18.8056387691645,65.2215204676395,19.3437713361217,40.5343854460058,37.1026927833356,49.7727207866322
"Mdm1",16.2270516712472,33.1824484177499,33.7670332615445,17.1054964354783,16.6516212208979,13.0842906829393
"Nup107",36.6170802167781,68.2719955830462,39.1871237683003,29.5887843029948,36.4942495271092,21.8486410819262
"Cnot2",119.412699842792,144.84489963835,149.552942229226,104.082345798546,175.305242329409,160.752679755504
"Timeless",4.66349069525027,1.0764656869413,2.31198067673565,2.08994159439967,3.04926926166299,4.95775541969359
"Krr1",33.9884625824326,45.2635670264856,21.5398358921365,31.3724496044337,48.9800512578555,23.164268739022
"Mrpl51",3.67418165995472,10.1341117558846,4.56985273880402,2.54967955077793,7.47354537281004,0.997639921399733
"Acrbp",0.661562765323082,0,0.838229565962745,0.173112473051578,0.523892905454627,0
"Uhrf1bp1l",90.021777850542,52.0552117295656,79.4053501619017,119.370188925387,108.260720883953,84.2598323028239
"Cops7a",4.93274288428424,8.52047415529276,0.864912907034778,3.77611965341084,19.6872099845908,1.82731010987817
"Ing4",14.3121466039497,20.2582005921801,12.9742693569995,23.4011411088953,23.9103920417424,26.0464903632419
"Gnb3",9.02436784199767,14.9177729209298,12.4561510456024,24.5760662981446,42.0478666196026,4.12736495888461
"Cdca3",9.49528907175284,14.5931268260974,13.0311911381863,22.6838265625451,36.5620869418663,5.5597734482764
"Chpt1",61.3541570439906,163.040279888726,119.62345323197,52.8388341216483,109.064151497515,98.0014538239673
"Usp5",4.16041685670508,11.1580468025555,4.98139548346747,6.63628899046927,9.06005125027676,9.03368525531788
"Tpi1",15.0866711832756,104.152530058749,13.7984111971014,30.2319167526353,42.832556305995,9.57776217571358
"Gnptab",87.9243377319499,149.521428204694,174.755331949261,90.2828368997689,133.651548395403,75.890804737886
"Eno2",83.7583830295044,212.215370834768,66.0762799506582,108.946746654075,257.089438086159,107.110306463838
"Grcc10",2.21182409994345,9.86814689128287,2.28592834014464,0.833374524054846,10.3269907476207,8.8974111685971
"Ptpn6",12.6971998201418,8.54365105985444,9.32310295999546,19.1611060827647,3.25731558840532,28.8478855195462
"Lpcat3",1.49870120035908,0.254876883400598,3.53465836469178,0.485063487068836,2.10790902488634,1.08342616198904
"Suds3",48.4255380211759,55.3975096805311,41.8587665808201,22.443347416118,53.3411957007893,49.8150246132657
"Golt1b",20.4345616997952,49.7615697249045,18.281763523064,21.2515771097255,43.0528678579858,17.8567897611053
"Gys2",0.73375990737297,0.494848069607889,1.25109984067369,0.076669904416807,1.05789228794625,0.375976614430064
"Prkab1",5.26551762986891,18.7829843376396,2.57376273878137,1.37542442906988,11.8713999799015,2.87478640254498
"Cmas",24.0822106109379,64.9039162565481,32.56698172834,18.4877048544306,66.5604117180062,20.3112286110129
"Hcfc2",21.8193605321368,24.1405315326273,14.8957775731151,28.3765142236706,25.30481843311,6.25043098632294
"St8sia1",599.518898798581,463.598445342935,601.578117802197,559.474432528892,584.771849908086,489.110865708814
"C2cd5",285.614969727353,277.543828043308,245.674061818163,302.66429969405,334.178385649813,170.292655540001
"Aicda",0.0726443968474418,0,0.213324410130663,0.495698974304051,0.109598659414374,0.697869085077862
"Rab35",38.3551499096826,19.9843542579847,49.2452484287037,50.9812993569516,21.5713105776124,86.005673062281
"Phc1",25.6973542237618,56.1062061137745,32.5036655562575,27.455725272201,38.2710047134841,15.6376903081704
"Cox6a1",4.85024760282221,54.5787038068345,4.31145724642864,7.63773752179922,22.5826482035397,3.60292322785621
"Rfx4",1.02651317778687,0.555791947258373,2.54923895283271,1.94057632477197,2.76975694880592,1.03011096767388
"Ric8b",178.611361844419,200.458470025745,211.694737423416,173.495134818952,237.745163105704,162.63654386081
"Fgfr1op2",52.4835195256128,40.1608567855396,21.4035367491912,34.9149758124717,75.7153039731655,35.4420319955564
"Col12a1",7.30942738082069,32.1866745848669,47.7610150284704,13.3500945467395,6.45063482813731,7.54808912518468
"Tdp2",21.8348237383883,42.9912639979174,14.6194281537581,16.5331050162747,44.3593693086529,23.8595168234739
"Frk",70.2633170341449,32.1541872033738,46.9628185694229,18.5301766477089,55.1909395980029,36.9738105348311
"Rwdd1",32.9232058589218,44.2118161307938,20.7187652024657,65.0050884217041,51.5281782539014,42.0447388453136
"Rsph4a",3.09545583511007,5.76030525310164,3.27419050543226,1.8293934347328,26.2081940777002,0.518042369586233
"Mak",12.4424675972466,18.3948120753639,13.8736195918735,7.02010734315269,13.9358033771566,12.0477406037778
"Smim8",156.212110132967,101.045713743697,199.564164017267,161.96574974439,135.010843605355,182.20387023399
"Nedd9",61.6998622729244,38.123929977284,70.7455265254426,73.3643204104864,62.7684255644056,57.5651256620609
"Cep85l",389.897515233512,285.898952041607,398.356799079696,367.774010608823,439.710075539632,490.963828911895
"Adtrp",0.757802467995916,0.23743438958823,1.20324998763965,0.894060818454442,0.561787826490948,1.90035535394047
"Asf1a",1.99558740262704,1.7822741747657,0.148632500731718,0.835879393306044,2.30636863635192,3.2139417009881
"Mcm9",52.854655059552,64.7634281936213,75.799121852741,76.4765438345095,35.0151615229774,146.089793198727
"Fam184a",86.5391052420522,41.8740647010294,68.0382558921888,82.2353996918663,22.4538547206866,79.8126854945079
"Rngtt",107.02371093581,109.015458717251,166.962372227083,138.794395401362,120.735438483755,123.300038590725
"Man1a",83.8136409381855,36.8386720868377,3.54899399832944,11.7646925712794,97.9894426529815,61.0964637379025
"Gabrr2",2.9118279823495,2.42606984298144,3.04443448697564,1.14472040324167,6.7497497760223,4.00123559282162
"Serinc1",43.3871832660408,207.840694797698,68.6624354893566,95.7629039551896,79.4513480081748,32.0037964353283
"Hddc2",23.5309663522969,72.952729659888,16.0665890033205,19.5143663022292,23.2246663023093,8.58229748724403
"Tpd52l1",43.6278013767638,19.3578958932617,0.574783214716638,9.49243666118994,42.9592331517508,5.83569440256876
"Hint3",22.7111808277791,14.6734772930434,21.8279748405853,8.06702811643083,37.7075779967379,22.5721625387765
"Ncoa7",251.091919380974,197.382910287863,147.204753415363,164.08009078456,300.471412106384,204.813450261175
"Sash1",278.702268184939,165.270566194931,173.554662196362,209.425123557487,206.567306223896,197.672526437739
"Ust",74.5415538225691,74.5307574571359,67.9127861537951,51.30914819702,88.0483104562555,124.688413549226
"Fbxo5",2.62845701667215,4.62505284579572,0.35510092222984,0.290961926729058,0.56387723049642,0.24992834840344
"Mtrf1l",9.37343751439368,24.4951158850264,17.6748426295501,11.362757951353,10.0301625112911,9.78661769617175
"Ppard",49.6931047587716,39.8006585759383,34.1041446982138,58.046967477605,59.0328131182843,65.8800556977629
"Oprm1",1.7264512815271,10.5472236954254,6.0867796248251,27.4737377689686,0.852987451201533,2.83896374545633
"Fance",0.217821219333988,2.2563551394586,1.02374839896937,0.0736724351854933,0.836244233441233,7.27019971838114
"Tulp1",0.123399362332151,0.021281989597023,0.508862190285919,0.461587281794531,0.23393292332542,0
"Slc26a8",22.8138958034252,31.5740655010536,50.8407995186052,12.8521049587559,26.0539133413191,31.2419023351518
"Mapk14",220.744888650024,176.279193364662,269.965692978038,239.317261014295,196.13275837883,267.389095798005
"Rhag",0.204252415071238,0.101417538955928,0.34786370792145,0.322994085716774,0.0279251600674251,0.662595359462192
"Kctd20",24.3592885749784,19.5662658332787,22.734761340727,19.900022740723,12.2787356348552,21.1554262984677
"Stk38",51.4693988351688,98.9918874881017,49.8432928428931,43.4695656590559,69.1371315600872,52.5068331685062
"Srsf3",14.9647984253801,36.3428888415566,12.9941613368553,100.961230402834,23.4794814639962,24.924389155126
"Mrpl18",10.4985577566412,14.4242827787582,5.98938288586464,3.15210650127209,13.8891222446034,4.64972030732822
"Mcm3",1.85649516278662,2.82854214533327,2.05829491415856,3.60190950408936,25.4506392275916,0.903092308310528
"Phactr1",532.185831203827,574.165852327318,702.017395968827,735.19871675782,604.444521084741,588.439489360493
"Mdga1",6.20382760355507,2.31538100137868,1.08172418610178,0.612533739127061,0.879422952363215,1.88276767117199
"Ick",8.64609123899105,14.4305285222787,24.5278121493397,22.3060609354323,14.5323479941376,10.0169885696016
"Fbxo9",103.914780332464,70.5322254958136,75.6995792934008,86.9868365925311,112.432540688118,111.963251585396
"Cd83",3.55495249024021,26.0906346214953,5.03224567282924,2.22303550093005,9.35542500923001,1.6838648779663
"Glp1r",0.150634660252086,0.0346395900291992,0.103206060195505,0.305559200681324,0.101955142620617,0.0616313827000709
"Saysd1",1.76341312267925,2.1605955719016,0.465037721301637,1.56606554923482,4.95281553657253,0.268409657506314
"Bmp5",8.26315839771921,14.1425280145892,8.98001511544938,12.7040651488706,3.76412793216991,26.5924672720194
"Bach2",144.680231187807,191.3699539546,143.524213803135,148.274276300709,138.805294130351,131.530555633286
"Rbm24",2.30592456695984,12.212902048526,2.29281178039972,0.843723552916274,0.809541956794452,0.201423865303833
"Cap2",166.846103707867,153.055751411403,151.182645139475,136.017515456462,178.885501535732,156.603654591425
"Zfp451",70.9276092428154,98.7372708319964,110.85323394862,54.0380562256391,130.993481995592,86.9847041774499
"Bag2",11.9686659757467,32.147706798642,15.3567286771893,55.6290044420193,32.082891421274,7.54939943322492
"Rab23",12.2691299907331,6.93683951054832,32.055253002846,12.8269321219176,12.5092977431981,7.20142466198527
"Fhl5",0.67615936928184,0.451219147197479,0.680210644865511,0.925645148714602,1.04722347606608,9.68892769928452
"Gpr63",6.64773215093136,11.4263595507795,0.246808488572051,3.49265019404803,6.57186052838455,2.91203788530993
"Khdrbs2",344.381197763186,1078.85659964174,862.870008648017,729.217045994952,315.515488202259,404.704038879673
"Fbxl4",70.6528256476738,172.363623067279,80.3484992722489,91.9516045931544,165.11737221479,99.6147335332357
"Ccnc",38.9570827035952,48.8035794657823,57.498704251511,48.4147591888515,66.6980715111461,64.3458232533012
"Prdm13",0.0533846152634411,0,0.0186016451369366,0,0.0223311815155699,0
"E2f3",83.9395846555222,64.5904030813022,59.4960577621164,70.3710046002884,84.1625468481011,62.0051539283747
"Sim1",0.578316507068955,0.556528372448988,0.694420116767613,18.8399169038062,0.282327882268862,0.682952692719238
"Ascc3",422.197464715513,484.697869178307,650.153107668377,394.484083430621,505.046995168473,556.10834815839
"Bves",0.469283910775837,0.886749350742073,0.791073786489693,0.43590457696852,0.516583849884789,2.20802551415879
"Col9a1",1.95487869801229,0.394055294334962,2.24223696568064,1.3834051759679,1.69394132366035,1.080638585072
"Med23",52.0564196243795,98.1035347070556,50.082658467435,38.4588043560797,104.238337125785,36.8256108346142
"Wasf1",100.874353600077,118.432409123434,167.618226584146,85.7114066836019,116.435221903012,111.511015120147
"Gpld1",50.1340963345685,122.107519175177,40.1646302830629,30.5230304945759,54.1494742256755,32.5056407102306
"Aldh5a1",90.7798660303721,119.458799999996,124.942432260338,94.5673715852509,70.6904244928333,56.7523845052001
"Acot13",31.3421964910656,33.5669171978525,88.5798712233906,24.1124804536373,30.1010186261885,44.5253894616735
"Smap1",226.633876874305,246.676339411248,250.340287594828,270.446568844648,228.100331858457,226.830263448695
"Rps12",5.74896024383855,6.18792230317043,6.47993257516955,0.855362251241436,4.89560560019493,3.1639657395024
"BC005537",38.2512247018899,57.5426955223283,64.1109542293727,34.4701208534911,50.1064556218844,21.7031602686141
"B3gat2",17.6394327415952,69.5710455299707,7.57629728854672,13.7354811647249,29.9310270518275,18.5542091612214
"Gmnn",9.77491724887472,4.24570416894608,11.4990849683278,2.58105314605945,8.45404932326631,9.37829405110936
"Eya4",9.17886427603971,4.90102700068554,14.644141394112,23.4963028446194,44.4306674719931,80.7869586086059
"Sobp",206.613139979884,274.884582751116,217.039223860964,218.228265790053,203.163548174803,223.986922746961
"Nr2e1",0.188602600090346,0.0148425349529824,0.589830253913414,1.07156156197362,0.257067970753759,0.234645254004966
"Snx3",66.2175301328664,81.5267343914416,56.2650735352999,70.0345727280456,71.5426360911515,165.379328229354
"Hbs1l",106.959629009102,142.820780420626,94.8871657123834,86.6012924527136,177.13425559059,126.810737971595
"Pex7",17.9368574660787,14.1318661254995,18.7661166549572,10.6246642722073,31.2865680923682,15.7401918118716
"Zbtb24",5.93984934179851,13.4958070736178,26.9251227842779,22.7857265483598,5.61114148224347,8.56075400153553
"Fig4",52.412491638565,62.8087873675457,47.3289204705803,222.25033407454,52.4428640726248,44.6190037175211
"Arfgef3",264.391875923077,244.453700665516,234.560176652324,220.341327476775,329.624577310039,228.318012975752
"Slc16a10",134.710666960261,122.901621037279,124.048423152387,130.076779064143,174.272507413143,146.120420712024
"Heca",6.8858487778704,35.5483327214369,4.18922243910813,2.88654397190676,7.54226274459238,3.83972684535295
"Adgrg6",1.04048073838238,2.14642471818268,6.81099257390713,2.2889143907836,0.929256546616435,3.37759616619875
"Phactr2",313.124021496577,198.103199043616,165.262335926914,340.208551205595,498.397650355016,497.249294128744
"Epm2a",150.940926309084,122.85488442302,96.9696290459505,117.330007865187,146.856572232518,127.371000372139
"Ccr6",0,0,0,0,0,0
"Pacrg",89.7082141283694,258.79553810109,181.643262289035,112.436095722152,56.2287809245727,101.337590407571
"Qk",101.105534983682,111.187207689214,101.597818167634,83.2739405145812,119.53785221536,75.2123405859146
"Pde10a",1257.49849305976,100.735452365696,47.3690135561736,219.188045223166,434.542779604739,170.126142799912
"Mdfi",0.087051753779861,0,0.0854339565832803,0.164690580913556,0.0655626964175928,0
"Tfeb",12.8548739157055,18.0995203513584,15.2779869293903,13.8787774668391,20.6008923919664,26.8620083157917
"Smoc2",29.73977894346,4.91785779044956,10.4497043832546,47.4269461738604,34.968465190203,52.7883521992139
"Ccnd3",18.1896047573242,45.0475539759447,79.9484114740439,44.7338088953838,12.8555899269219,28.1169453924661
"Bysl",0.375831263059458,1.95798171893656,0.296731270431199,0.166499786544724,0.0758685740376964,0.848305209099974
"Tbp",12.6527789244692,24.6798850738499,5.80637149197294,13.8737412393238,15.7279164204444,8.04288957814148
"Prph2",3.25848462369988,2.68198056615744,2.59956227561063,1.72185623240065,4.11770317818798,4.91195480359054
"Bicral",170.619788554974,174.200428352952,177.98581388784,230.655833113022,161.858914701163,248.937308484167
"Ppp2r5d",23.2458785974482,11.048750387097,16.7657522087097,9.63412118997765,20.6281525672433,17.0629588126408
"Ptk7",15.323562161233,26.517436295564,41.9560214351071,22.5755512527626,5.94060718281714,8.97559869609144
"Srf",6.95732610288973,32.2879257254979,8.87483753423394,3.99518801541616,7.83207014349937,3.71254837313387
"Exoc2",202.610874750861,182.07132527552,172.577102081902,163.361018485209,190.55087153883,206.309552204739
"Cox7a2",26.6932953862399,84.497702615282,7.76630596307712,42.3440427437319,48.2792936224417,10.3871322679361
"Tmem30a",13.3450859917541,26.9877201628737,21.5260950855392,17.2876181260598,20.0530290691404,5.78565924726757
"Gmds",417.222843519024,376.221743684972,431.565704109674,502.132046314244,427.118780598359,596.269345542088
"Senp6",258.543156753541,287.629799122921,226.03355341005,206.780324226076,244.206349480623,160.412350596514
"Impg1",6.61107619670343,10.0354660222615,13.9437208532208,6.62955610383133,13.2925846292007,9.6170497721229
"Vegfa",22.7807808981767,29.318593541996,21.9951915531032,32.6079640513904,27.3330438221845,20.3657087797424
"Prpf4b",197.466249418904,88.9134574309359,160.302608577673,193.363239635223,80.9351494259617,196.516404130028
"Ttk",2.36200894224326,0.784008109310461,1.05767730190051,0.583201403371007,8.71070009081754,1.25726269529483
"Slc29a1",25.6287879474158,29.0168775474064,32.0202692658075,26.0545440458599,64.5425981766816,32.7386505722382
"Lama4",15.5067755528154,45.3690414816759,29.4971087096022,20.5010897130707,29.7305826462068,40.4871028793964
"Fam46a",6.49205890679667,8.19777256679757,9.67241447719663,14.9104300117891,15.0257916853924,45.1318083576083
