"","RNA.Lat.B1","RNA.IntP.A1","RNA.IntP.B1","RNA.IntP.B2","RNA.IntA.B1","RNA.IntA.B2"
"Fam214b",11.5449597748,12.0330706635102,5.25737826401597,3.81621143985713,17.9133517431829,2.21126159268177
"Crebbp",143.531221990194,113.095217236531,94.7353787707044,115.104824930288,139.732854946827,147.71791997758
"Tspoap1",33.032460839254,28.6933233054981,41.4461723351374,24.7069442574802,41.4449798194734,75.427457370365
"Wdr54",3.91878275845765,1.06502464050689,10.5499994329031,6.59835411711377,16.1558704450741,7.32763411925683
"Crot",20.4616424194655,17.0392563949957,24.7855629079101,15.2102061612343,35.3133738530853,27.7160095625585
"Abcb4",5.16147806480053,2.26212737350293,3.85439195353605,6.37719944927727,7.18206549061006,8.62885335814838
"Kmt2e",325.87042873608,336.346059336089,278.987840499716,252.948678351986,262.869837237357,200.483287243822
"Sox8",0.161434581358971,0.172845169770559,0,0,0,0
"Mycbp2",493.3587865433,551.903669702258,568.57999109257,541.559567575397,599.69919939846,472.573814053858
"Fbxl3",3.78853718444145,8.40449381734761,2.62912133919668,10.4020627067256,9.98892522135944,2.29334078802915
"Pdk2",1.95781038304637,2.25399244765338,3.09408955898533,0.94228855374174,7.33206025207648,1.88955701130688
"Itga3",38.5169802769257,47.7651215612598,57.4646792525668,52.2854573196075,28.2612672364759,52.3608592900278
"Lamp2",22.4537514243162,23.7220800711372,22.9921639544457,52.438214053778,48.5234232156047,59.7025238765727
"Itga2b",8.41492472692599,10.0528370187069,12.0241192765609,12.1210151276357,13.9819552310837,10.4854520391735
"Asb4",2.3907045883138,0.368289014466872,1.15210418328117,0.346333187810114,0.143343129417546,1.3331487892939
"Gde1",19.3603517786258,19.3467713928573,23.1613491230344,83.1050880823906,37.7547947572768,35.3229990115493
"Crlf1",21.1472817160271,36.9509533716874,19.9324790874225,32.6927224214495,38.4294908217271,26.1798620354327
"Osbpl7",21.0473400100211,11.6912767478393,8.86438021063652,28.095781914786,34.6695780492522,14.5918399193142
"Tmem98",38.2968169767146,0.150344253622192,0.526961489755785,25.2534586601629,0.140878377284452,46.3661161150757
"Abcc8",94.137240924042,85.793064506583,107.752473780302,152.254144571058,143.127760557124,120.995956858541
"Cacng3",9.30090244287514,12.2275665171454,34.4239554703481,22.9363755175256,2.61105181043904,19.2074143182922
"Tmem132a",27.9163951317152,20.9419828485089,32.33678076026,35.8473332263038,21.0760121655792,16.4826487045691
"Ap2b1",116.114258644293,180.077861450945,104.48026157756,128.593220547242,166.536939571359,111.972545550265
"Tac1",0.417124373019646,18.6536477241103,0.873737853082564,0.098411703985861,0,0
"Spata20",33.0027531887371,73.3532449362806,49.3104066899072,43.965227508742,55.0272408480962,16.3892019695207
"Cacna1g",6.90815943966417,23.9379432691699,10.4531204315076,7.53485226194564,0.380991642260514,0.626388309605987
"Dlx6",0.00429179640498962,0,0,0,0,0
"Map3k9",164.302811746287,96.1238639120539,116.393366398082,97.8518444678592,230.425698202674,208.540568320738
