"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Zfpm2",2.06134819373753e-65,1.38375146418663,0.963,0.713,1.10894348778498e-60,"ex_0","Zfpm2"
"Dcc",8.56075121986507e-62,-2.27714998250292,0.836,0.941,4.60542733375081e-57,"ex_0","Dcc"
"Stxbp2",5.43576491945425e-60,1.52747982618649,0.761,0.302,2.9242784537188e-55,"ex_0","Stxbp2"
"Kcnd3",2.32487464267754e-54,1.14313565510117,0.944,0.672,1.25071281152123e-49,"ex_0","Kcnd3"
"Gpc6",3.08515633566953e-52,0.723249671614609,0.996,0.932,1.65972155390014e-47,"ex_0","Gpc6"
"A730009L09Rik",3.45076092796087e-51,1.74320744824998,0.321,0.052,1.85640585641511e-46,"ex_0","A730009L09Rik"
"Crhr1",1.51970793915653e-47,0.897426772346797,0.925,0.54,8.17557280028038e-43,"ex_0","Crhr1"
"Man1a",4.4150114567158e-47,0.758404246961145,0.993,0.763,2.3751437133694e-42,"ex_0","Man1a"
"Kalrn",2.15468389504359e-45,0.669725404053182,1,0.959,1.1591552950166e-40,"ex_0","Kalrn"
"Rbm20",5.87221149197606e-41,0.737666985456599,0.978,0.739,3.15907361633836e-36,"ex_0","Rbm20"
"Pdgfc",2.10226690967658e-40,0.917055895757358,0.918,0.607,1.13095652939871e-35,"ex_0","Pdgfc"
"Khdrbs2",8.45397124003378e-40,-1.05605335309253,0.948,0.977,4.54798290800097e-35,"ex_0","Khdrbs2"
"Csmd2",2.04331215477859e-39,0.467794094731615,0.996,0.985,1.09924063990624e-34,"ex_0","Csmd2"
"Plekha5",4.2852141827773e-38,0.51643175555516,1,0.952,2.30531667390871e-33,"ex_0","Plekha5"
"2310002F09Rik",1.55689816455157e-37,1.24580328577871,0.705,0.376,8.37564505583806e-33,"ex_0","2310002F09Rik"
"Rnf207",6.95274303343499e-36,1.1592971989545,0.504,0.178,3.74036716969702e-31,"ex_0","Rnf207"
"Kcnma1",2.00217258002673e-34,0.34139085628073,1,0.998,1.07710878287698e-29,"ex_0","Kcnma1"
"Map7",2.93617292056085e-34,0.766965781625209,0.892,0.587,1.57957294607412e-29,"ex_0","Map7"
"Sorcs1",6.8684452503279e-34,0.542331705781756,1,0.873,3.6950174913189e-29,"ex_0","Sorcs1"
"Ntng1",3.43797246235435e-33,0.405338788076308,0.996,0.958,1.84952604557277e-28,"ex_0","Ntng1"
"Nkain3",6.73246499492847e-32,-1.37179490379233,0.761,0.891,3.62186419332167e-27,"ex_0","Nkain3"
"Ebf2",5.2062559083251e-30,-2.75623564761662,0.28,0.576,2.80080949100165e-25,"ex_0","Ebf2"
"Col16a1",1.11076765208023e-29,0.610911452121655,0.802,0.424,5.97559673789601e-25,"ex_0","Col16a1"
"9130019P16Rik",1.54829437973144e-29,1.07548360645694,0.735,0.423,8.32935927464125e-25,"ex_0","9130019P16Rik"
"Fign",1.6487893229733e-29,0.744223444738531,0.81,0.509,8.86999192079946e-25,"ex_0","Fign"
"Jam2",1.74720746948727e-29,1.01902330594985,0.604,0.289,9.39945202360064e-25,"ex_0","Jam2"
"Lsamp",4.18656103266884e-29,0.329701967880643,1,0.997,2.25224423874486e-24,"ex_0","Lsamp"
"Csmd1",4.527470794874e-29,0.330126191802742,1,0.996,2.43564346351837e-24,"ex_0","Csmd1"
"Abtb2",9.25152021305404e-29,0.743423805355886,0.925,0.735,4.97704032901668e-24,"ex_0","Abtb2"
"Sh3bp4",1.38813318534646e-28,0.793678122953789,0.709,0.371,7.46774009720833e-24,"ex_0","Sh3bp4"
"Inpp4b",2.53404622337993e-28,0.398782681198081,1,0.968,1.3632408467917e-23,"ex_0","Inpp4b"
"Kcnip4",2.57175879360979e-28,0.352344768569829,1,0.993,1.38352907819826e-23,"ex_0","Kcnip4"
"Sox5",3.50670656343581e-28,0.674012401157484,0.97,0.777,1.88650292993156e-23,"ex_0","Sox5"
"Trhde",3.70793162313347e-28,0.687800156222676,0.899,0.69,1.99475597529711e-23,"ex_0","Trhde"
"Gm43501",4.21045080750081e-28,0.949681820669066,0.31,0.084,2.26509622091121e-23,"ex_0","Gm43501"
"Pcdh9",6.30875701127193e-28,-0.406466199534515,1,1,3.39392200935396e-23,"ex_0","Pcdh9"
"Trpm3",1.25167711654455e-27,-2.63179931478887,0.731,0.863,6.73364738387472e-23,"ex_0","Trpm3"
"Ddo",2.14819806180911e-27,0.663488865585095,0.765,0.428,1.15566611131145e-22,"ex_0","Ddo"
"Mctp2",4.05531254489025e-27,0.662958705787183,0.91,0.643,2.18163648977461e-22,"ex_0","Mctp2"
"Rbfox1",3.53054936932186e-26,0.329578315772611,1,0.997,1.89932964421408e-21,"ex_0","Rbfox1"
"Kif26b",7.89730100380358e-26,0.527837254185894,0.97,0.819,4.24851102101621e-21,"ex_0","Kif26b"
"Rreb1",8.7274634605068e-26,0.656180679142396,0.896,0.638,4.69511351784884e-21,"ex_0","Rreb1"
"Fam13a",1.38590089435157e-25,0.555695023239513,0.966,0.727,7.45573104134314e-21,"ex_0","Fam13a"
"Grid2",1.68920925045299e-25,-0.552517152398599,1,0.998,9.08743900466193e-21,"ex_0","Grid2"
"Sv2c",1.97801318994613e-25,0.610434159563289,0.802,0.471,1.06411175579532e-20,"ex_0","Sv2c"
"Aff1",2.56179744070369e-25,0.537209446576711,0.959,0.741,1.37817016917537e-20,"ex_0","Aff1"
"Car10",2.68877404993925e-25,0.399185065803647,1,0.984,1.44647977564582e-20,"ex_0","Car10"
"Klhl29",4.39943878321833e-25,0.538741710091906,0.974,0.876,2.36676608220797e-20,"ex_0","Klhl29"
"Adgrb3",1.18270684002869e-24,-0.566320067082581,1,0.999,6.36260798730237e-20,"ex_0","Adgrb3"
"Fgf12",2.02460299432953e-24,0.398500973398893,1,0.992,1.08917567285946e-19,"ex_0","Fgf12"
"D7Ertd443e",2.64403500661059e-24,2.52410234519697,0.313,0.106,1.4224115125063e-19,"ex_0","D7Ertd443e"
"Cntn5",6.69797761570586e-24,-0.851110046366153,0.985,0.974,3.60331101792128e-19,"ex_0","Cntn5"
"Grm7",1.48964686353884e-23,-2.23676646667176,0.858,0.88,8.0138532317799e-19,"ex_0","Grm7"
"Pcsk5",1.52221153488882e-23,0.553748127334982,0.929,0.741,8.18904139424137e-19,"ex_0","Pcsk5"
"Sema5b",2.07494519477555e-23,1.02843903586058,0.631,0.375,1.1162582664334e-18,"ex_0","Sema5b"
"Cntn3",2.52762720744589e-23,0.440533436289036,0.985,0.813,1.35978760878967e-18,"ex_0","Cntn3"
"Spon1",2.90863091362645e-23,0.81370290230745,0.72,0.469,1.56475617260362e-18,"ex_0","Spon1"
"Pde7b",3.26946133312168e-23,0.587110360581809,0.944,0.764,1.75887211337947e-18,"ex_0","Pde7b"
"March11",3.63833112995888e-23,0.467688577461301,0.993,0.841,1.95731299798398e-18,"ex_0","March11"
"Pak7",3.78516098869862e-23,0.536072645668321,0.993,0.822,2.03630305709019e-18,"ex_0","Pak7"
"Fam19a2",3.89944825153768e-23,-2.75364350252059,0.504,0.675,2.09778617587973e-18,"ex_0","Fam19a2"
"Vav2",6.47918028654208e-23,0.666376347406055,0.776,0.475,3.48560461875104e-18,"ex_0","Vav2"
"Gm30382",6.95640427745964e-23,0.681601016412342,0.799,0.521,3.74233680914496e-18,"ex_0","Gm30382"
"Grm8",1.01159283177783e-22,0.421274479190306,0.996,0.911,5.44206595711521e-18,"ex_0","Grm8"
"Ccdc88c",1.15871814568866e-22,0.798317095197726,0.959,0.894,6.2335560083613e-18,"ex_0","Ccdc88c"
"Mlip",1.95121228491655e-22,0.394701474151199,0.739,0.454,1.04969367291656e-17,"ex_0","Mlip"
"March1",3.47416509374151e-22,-2.42725744092698,0.772,0.83,1.86899659548012e-17,"ex_0","March1"
"Ccbe1",5.28142877632673e-22,0.511183561215963,0.97,0.778,2.84125023880049e-17,"ex_0","Ccbe1"
"Opcml",6.04980824490258e-22,-0.538786384957388,0.985,0.996,3.25461534151024e-17,"ex_0","Opcml"
"Lcp1",6.60553807387571e-22,0.750324779479173,0.623,0.335,3.55358131760292e-17,"ex_0","Lcp1"
"Atp6v0c-ps2",9.27783601069555e-22,-0.830051699016085,0.888,0.906,4.99119743867388e-17,"ex_0","Atp6v0c-ps2"
"9530059O14Rik",1.10870895624584e-21,0.432739075200014,0.978,0.83,5.96452157191574e-17,"ex_0","9530059O14Rik"
"Tnr",1.36302101648804e-21,0.429001706878843,0.996,0.911,7.33264416240073e-17,"ex_0","Tnr"
"Slc4a9",1.45218262113662e-21,0.737340829507901,0.511,0.233,7.81230684692867e-17,"ex_0","Slc4a9"
"Dgkh",2.58816093452811e-21,0.464359486901578,0.94,0.743,1.39235293794809e-16,"ex_0","Dgkh"
"Gm26760",3.42194810166614e-21,0.919398131794433,0.429,0.186,1.84090542025334e-16,"ex_0","Gm26760"
"Etl4",4.43692565925158e-21,0.340913343178787,1,0.987,2.38693289690757e-16,"ex_0","Etl4"
"CT010467.1",1.14524660030579e-20,-0.38035292075547,1,1,6.16108313566507e-16,"ex_0","CT010467.1"
"Ubb",1.5963508533541e-20,-0.652924885118372,0.933,0.955,8.58788868578903e-16,"ex_0","Ubb"
"Cacna2d1",2.13171020887798e-20,-1.10962405733703,0.821,0.887,1.14679614107009e-15,"ex_0","Cacna2d1"
"Atrnl1",3.13953349562325e-20,0.384414017052618,0.996,0.963,1.68897483464044e-15,"ex_0","Atrnl1"
"Cacnb4",3.35335551647026e-20,0.437528854222423,0.993,0.951,1.80400466719551e-15,"ex_0","Cacnb4"
"Ppp2r2b",3.90821169882609e-20,0.324279312260502,1,0.982,2.10250064761747e-15,"ex_0","Ppp2r2b"
"Sv2b",4.01028215055233e-20,0.410655817251266,0.978,0.775,2.15741148853264e-15,"ex_0","Sv2b"
"Rph3a",7.57537306848814e-20,0.417405518631832,0.966,0.714,4.07532344965457e-15,"ex_0","Rph3a"
"A330008L17Rik",8.03265669349302e-20,0.509404891298083,0.78,0.502,4.32132832139844e-15,"ex_0","A330008L17Rik"
"Lrmda",9.3282112882215e-20,0.460478157409534,0.955,0.813,5.01829782672452e-15,"ex_0","Lrmda"
"Mical2",1.16774731572551e-19,0.500533743604255,0.907,0.689,6.28213023440853e-15,"ex_0","Mical2"
"Gm1821",1.44402641339988e-19,-0.638261381424901,0.899,0.932,7.76842889616731e-15,"ex_0","Gm1821"
"Klhl1",1.65353731458712e-19,-2.42223925282778,0.694,0.783,8.89553469128434e-15,"ex_0","Klhl1"
"Ebf3",2.25065336965323e-19,-1.30790347140817,0.478,0.685,1.21078399327235e-14,"ex_0","Ebf3"
"Lgr5",2.77744155071411e-19,0.620974365362528,0.959,0.886,1.49418023103767e-14,"ex_0","Lgr5"
"Rtn1",3.68115444127115e-19,-0.689853662894686,0.974,0.983,1.98035065477064e-14,"ex_0","Rtn1"
"Kctd16",4.75823276722519e-19,0.265812535223837,0.966,0.792,2.55978648178414e-14,"ex_0","Kctd16"
"Pbx1",5.9561049312616e-19,0.318672173621346,0.996,0.961,3.20420576987081e-14,"ex_0","Pbx1"
"Atp1b1",5.96383994370597e-19,-0.562807860734572,0.974,0.981,3.2083669745155e-14,"ex_0","Atp1b1"
"Gm44593",6.52169510623978e-19,0.442245227798978,0.929,0.717,3.50847631630381e-14,"ex_0","Gm44593"
"Grik3",7.15518144915559e-19,-1.84027595180179,0.448,0.625,3.84927296420223e-14,"ex_0","Grik3"
"AC166344.1",8.14392344879947e-19,0.837217879228892,0.343,0.133,4.38118649775065e-14,"ex_0","AC166344.1"
"Vwc2",9.24063539620852e-19,0.402711987392694,0.996,0.849,4.9711846240983e-14,"ex_0","Vwc2"
"Epha4",1.07854006580701e-18,0.446226128618312,0.974,0.857,5.80222199202198e-14,"ex_0","Epha4"
"Tjp1",1.12668032684573e-18,0.328375660431446,1,0.969,6.06120215433199e-14,"ex_0","Tjp1"
"Epha7",2.50381410838431e-18,0.369141706472161,0.993,0.928,1.34697687588751e-13,"ex_0","Epha7"
"Gm37795",2.71357662458944e-18,0.480613376693237,0.836,0.572,1.45982281673038e-13,"ex_0","Gm37795"
"Cpne4",2.71935572973281e-18,0.352460797999012,0.81,0.653,1.46293180192436e-13,"ex_0","Cpne4"
"Gm32828",3.88058743625695e-18,0.674616797623649,0.772,0.576,2.08763962308315e-13,"ex_0","Gm32828"
"Mettl24",4.02303551872687e-18,0.543542684693726,0.657,0.382,2.1642724180095e-13,"ex_0","Mettl24"
"Camta1",5.09965253146314e-18,0.252669503180872,1,0.996,2.74346007235122e-13,"ex_0","Camta1"
"St3gal4",1.29040642717869e-17,0.515449234589963,0.813,0.589,6.9419994562932e-13,"ex_0","St3gal4"
"Mitf",1.47407352166555e-17,0.410552085953462,0.985,0.815,7.93007332450419e-13,"ex_0","Mitf"
"Cgnl1",1.66113642492548e-17,0.509250281595043,0.716,0.452,8.93641562517163e-13,"ex_0","Cgnl1"
"Rap1gap2",1.860017335887e-17,0.378220270246992,0.989,0.94,1.00063352618713e-12,"ex_0","Rap1gap2"
"Gm15723",1.98905164310129e-17,0.734034184850574,0.433,0.205,1.0700501124392e-12,"ex_0","Gm15723"
"Hs3st5",3.26886405904823e-17,0.371301389195676,0.996,0.898,1.75855079784618e-12,"ex_0","Hs3st5"
"Kcnc2",3.96445999014298e-17,0.493625975148897,0.854,0.627,2.13276054089722e-12,"ex_0","Kcnc2"
"St6gal1",3.9968890703323e-17,0.505472991969318,0.761,0.54,2.15020641316667e-12,"ex_0","St6gal1"
"Gm15270",4.2582965274889e-17,0.476032076730874,0.72,0.429,2.2908357828932e-12,"ex_0","Gm15270"
"Cacnb2",4.3442344876811e-17,-0.434415320506582,0.918,0.981,2.3370678273378e-12,"ex_0","Cacnb2"
"Adam23",4.37499671282529e-17,0.298698972240499,1,0.962,2.35361698159862e-12,"ex_0","Adam23"
"Cacna2d3",5.73867612749529e-17,0.305068181519089,1,0.9,3.08723559630864e-12,"ex_0","Cacna2d3"
"Slc9a9",6.19968556066959e-17,0.389706183334434,0.985,0.88,3.33524484107342e-12,"ex_0","Slc9a9"
"Gpr139",6.29782684250361e-17,0.533984555105627,0.787,0.543,3.38804190646167e-12,"ex_0","Gpr139"
"Arhgap10",7.32793250769021e-17,0.819144868797992,0.69,0.451,3.9422078511621e-12,"ex_0","Arhgap10"
"Ntng2",7.54465781333537e-17,0.39838389724918,0.832,0.558,4.05879956384003e-12,"ex_0","Ntng2"
"Rtn4rl1",9.59597437272454e-17,0.378667585360877,0.698,0.425,5.16234633329462e-12,"ex_0","Rtn4rl1"
"Galnt9",1.23010822615515e-16,0.496837476976833,0.892,0.653,6.61761322424684e-12,"ex_0","Galnt9"
"Abcc4",1.50218185842805e-16,0.441029944191471,0.896,0.68,8.0812877437854e-12,"ex_0","Abcc4"
"Kcnj3",1.58709886249044e-16,0.302433279725511,1,0.969,8.53811575053981e-12,"ex_0","Kcnj3"
"Fryl",1.8679477897985e-16,0.384824019538601,0.996,0.902,1.0048998724779e-11,"ex_0","Fryl"
"Galnt18",2.23681986488378e-16,0.662959040410401,0.754,0.545,1.20334198271153e-11,"ex_0","Galnt18"
"Lrrfip1",2.25903539355587e-16,0.331595107153005,0.981,0.855,1.21529327067125e-11,"ex_0","Lrrfip1"
"Ksr1",2.51034341221546e-16,0.50852262409402,0.795,0.533,1.35048944546955e-11,"ex_0","Ksr1"
"F11r",3.08536755838894e-16,1.06369841370679,0.384,0.185,1.6598351853865e-11,"ex_0","F11r"
"Dock4",3.32838618268269e-16,0.383873619371756,0.981,0.888,1.7905719146978e-11,"ex_0","Dock4"
"Gabrb1",3.64313678267612e-16,-1.56928393502112,0.687,0.795,1.95989829497627e-11,"ex_0","Gabrb1"
"Cntnap4",3.67799684367206e-16,-1.17614411366857,0.873,0.864,1.97865196199026e-11,"ex_0","Cntnap4"
"Gm26917",4.06050875373334e-16,0.369701745166523,1,0.997,2.18443189424592e-11,"ex_0","Gm26917"
"Cep83",5.42578186801283e-16,0.372185343525469,0.97,0.791,2.91890787153486e-11,"ex_0","Cep83"
"Lama3",9.7196606872705e-16,0.673559352659639,0.646,0.405,5.22888585993091e-11,"ex_0","Lama3"
"Fnbp1l",1.10421387334116e-15,-2.41049130583865,0.086,0.306,5.94033937441342e-11,"ex_0","Fnbp1l"
"Mfap3l",1.40745080962699e-15,0.457746642704827,0.81,0.588,7.57166312055031e-11,"ex_0","Mfap3l"
"Hunk",1.47792486628487e-15,0.301848901049437,0.866,0.64,7.9507924031527e-11,"ex_0","Hunk"
"Onecut2",1.89805417740509e-15,0.512458529511553,0.575,0.333,1.02109620581861e-10,"ex_0","Onecut2"
"Cntnap5b",2.03315672129625e-15,0.343723152559875,1,0.944,1.09377732135574e-10,"ex_0","Cntnap5b"
"4921539H07Rik",2.05785484775268e-15,0.819976395233432,0.489,0.261,1.10706417244551e-10,"ex_0","4921539H07Rik"
"Plekhg1",2.87144442903866e-15,0.347119776840533,0.776,0.542,1.54475095948993e-10,"ex_0","Plekhg1"
"Trim9",2.97707652875899e-15,0.433926825300183,0.951,0.75,1.60157786017648e-10,"ex_0","Trim9"
"Pcsk2",3.00082405570788e-15,0.307652134179394,0.996,0.947,1.61435331724917e-10,"ex_0","Pcsk2"
"Slc6a1",3.47132025533063e-15,-2.71064240509618,0.06,0.277,1.86746615776022e-10,"ex_0","Slc6a1"
"Parm1",3.51104583794774e-15,0.414042375366488,0.951,0.725,1.88883732944075e-10,"ex_0","Parm1"
"Gm26633",3.63923781683142e-15,0.407050067117575,0.81,0.535,1.9578007683208e-10,"ex_0","Gm26633"
"Igf1",4.85138938601705e-15,-3.10276453916191,0.086,0.299,2.60990194799559e-10,"ex_0","Igf1"
"Fat3",6.91072931514673e-15,0.299557167334419,0.993,0.936,3.71776504966949e-10,"ex_0","Fat3"
"Pde3a",6.92302303464894e-15,0.553038220756309,0.832,0.647,3.72437870195009e-10,"ex_0","Pde3a"
"Colq",6.96034930676317e-15,0.752029373409049,0.485,0.263,3.74445911655938e-10,"ex_0","Colq"
"Gm26641",7.02559418336438e-15,1.07443834223689,0.302,0.129,3.77955890282454e-10,"ex_0","Gm26641"
"Ttc39c",9.17512851349071e-15,0.385749717574828,0.881,0.661,4.9359438864026e-10,"ex_0","Ttc39c"
"Il1rapl2",1.01809350099677e-14,0.336101168204701,0.996,0.934,5.47703760731231e-10,"ex_0","Il1rapl2"
"Exph5",1.02880601187511e-14,0.702987860206786,0.556,0.339,5.53466770208451e-10,"ex_0","Exph5"
"2900055J20Rik",1.4650744631955e-14,0.415849199610395,0.448,0.219,7.88166108965285e-10,"ex_0","2900055J20Rik"
"Ttll5",1.6352774875272e-14,0.328061794988861,0.993,0.947,8.79730229965008e-10,"ex_0","Ttll5"
"Pam",1.66663711651259e-14,0.416838275396887,0.951,0.873,8.9660076957028e-10,"ex_0","Pam"
"Dct",1.86036040034262e-14,0.663081889293996,0.582,0.364,1.00081808457232e-09,"ex_0","Dct"
"Clmp",2.06618837135296e-14,0.350256122477739,0.888,0.673,1.11154735813675e-09,"ex_0","Clmp"
"Tcea2",2.30665311782418e-14,0.403195765744462,0.959,0.839,1.24091017779588e-09,"ex_0","Tcea2"
"Ppp1r12b",2.63015255871892e-14,0.350853384467444,0.993,0.928,1.41494317201402e-09,"ex_0","Ppp1r12b"
"Itga6",2.94563210389173e-14,0.571162429801516,0.56,0.342,1.58466170293064e-09,"ex_0","Itga6"
"Tmtc2",3.61067290200825e-14,0.334621165570421,0.944,0.854,1.94243370109338e-09,"ex_0","Tmtc2"
"Dtnbp1",4.09039566240291e-14,0.388278361679967,0.944,0.77,2.20051015450289e-09,"ex_0","Dtnbp1"
"Nav3",4.14061524397541e-14,-0.414089517341338,1,0.997,2.22752678280145e-09,"ex_0","Nav3"
"Resp18",4.73979557575593e-14,-0.75639296169708,0.914,0.914,2.54986782588941e-09,"ex_0","Resp18"
"Dysf",4.96579722143939e-14,0.780894029245434,0.634,0.438,2.67144993121775e-09,"ex_0","Dysf"
"Itm2b",5.7712321413335e-14,-0.680914560517081,0.832,0.893,3.10474975507318e-09,"ex_0","Itm2b"
"Gm18482",6.665474858251e-14,1.21614263335977,0.108,0.022,3.58582550949329e-09,"ex_0","Gm18482"
"Nrp2",8.8517907181928e-14,0.394067535942209,0.929,0.713,4.76199785266618e-09,"ex_0","Nrp2"
"Nr3c2",9.31928376249446e-14,0.321810298485359,1,0.966,5.01349508570914e-09,"ex_0","Nr3c2"
"Dpp10",1.10482486706814e-13,-0.701477183971473,0.951,0.973,5.94362633736645e-09,"ex_0","Dpp10"
"Gpatch8",1.27945550212894e-13,0.262003386133096,1,0.983,6.88308676480307e-09,"ex_0","Gpatch8"
"Frmpd1",1.29053032209225e-13,0.518928484982626,0.634,0.396,6.9426659737597e-09,"ex_0","Frmpd1"
"Dscaml1",1.32360399481948e-13,-1.75790804217698,0.463,0.614,7.12059241093038e-09,"ex_0","Dscaml1"
"Cdk14",1.71460883648739e-13,0.296105080604114,1,0.966,9.2240811576512e-09,"ex_0","Cdk14"
"Sema3a",1.9049329532789e-13,-2.11380297825965,0.53,0.641,1.02479678087545e-08,"ex_0","Sema3a"
"Tanc1",1.91826918908948e-13,0.280286413105981,0.978,0.822,1.03197127565447e-08,"ex_0","Tanc1"
"Gm42513",2.01703348557804e-13,0.795181718222346,0.354,0.169,1.08510350423642e-08,"ex_0","Gm42513"
"Itpr1",2.04611759602217e-13,0.424603888117106,0.881,0.699,1.10074988313205e-08,"ex_0","Itpr1"
"Tshz2",2.21940549897687e-13,0.386131441778899,0.769,0.564,1.19397357628459e-08,"ex_0","Tshz2"
"Epb41",2.35835490015024e-13,0.25453370032883,1,0.964,1.26872418563382e-08,"ex_0","Epb41"
"Ralgapa2",2.44378258108532e-13,0.292361989521885,0.996,0.956,1.31468171514647e-08,"ex_0","Ralgapa2"
"Abca7",2.47882760169448e-13,0.398653559733333,0.556,0.324,1.33353488488358e-08,"ex_0","Abca7"
"Fmn1",2.51728664990038e-13,0.397586209204003,0.922,0.832,1.35422469904691e-08,"ex_0","Fmn1"
"B3gat1",2.62449781196823e-13,0.339665475804103,0.851,0.643,1.41190108790455e-08,"ex_0","B3gat1"
"Tmem200a",2.68389895968343e-13,0.348427713372008,0.795,0.613,1.44385712334089e-08,"ex_0","Tmem200a"
"9530026P05Rik",3.08703818881108e-13,0.322760903319995,0.843,0.649,1.6607339344347e-08,"ex_0","9530026P05Rik"
"Fam81a",3.09623121386528e-13,0.29456995666451,0.709,0.478,1.6656795061231e-08,"ex_0","Fam81a"
"Ryr3",3.40034652159252e-13,-0.594008953129552,0.981,0.949,1.82928441822113e-08,"ex_0","Ryr3"
"Pcdh11x",3.40432876915425e-13,0.305358320611242,0.918,0.811,1.83142674794191e-08,"ex_0","Pcdh11x"
"Peak1",4.3029731830213e-13,0.295990674843293,0.959,0.856,2.31487048326997e-08,"ex_0","Peak1"
"Gm33680",5.99824401522691e-13,0.406538609045239,0.649,0.433,3.22687533287162e-08,"ex_0","Gm33680"
"Tshz1",6.7509023681512e-13,0.361252330118495,0.672,0.449,3.6317829469943e-08,"ex_0","Tshz1"
"Tdrd3",8.44621660336105e-13,0.359731110323657,0.877,0.662,4.54381114611014e-08,"ex_0","Tdrd3"
"Olfm3",9.04283372330159e-13,0.349814491986454,0.955,0.774,4.86477325812455e-08,"ex_0","Olfm3"
"Slc24a3",9.61046830801792e-13,-0.955121763981955,0.679,0.794,5.1701436356644e-08,"ex_0","Slc24a3"
"Ttc3",9.65094988522307e-13,-0.301268072168808,0.996,0.996,5.19192150975346e-08,"ex_0","Ttc3"
"Gm4593",1.02666592449567e-12,1.69862825417135,0.254,0.112,5.52315467400935e-08,"ex_0","Gm4593"
"Ptprg",1.16286425544838e-12,0.252885140904656,1,0.984,6.25586083503567e-08,"ex_0","Ptprg"
"Lrfn2",1.17110216480491e-12,0.333803799629385,0.922,0.708,6.30017831600097e-08,"ex_0","Lrfn2"
"Gpcpd1",1.1847396700749e-12,0.284091726277547,0.993,0.905,6.37354400310194e-08,"ex_0","Gpcpd1"
"ENSMUSG00000095720",1.19944051265381e-12,0.453293057927709,0.556,0.345,6.45263012592372e-08,"ex_0","ENSMUSG00000095720"
"Pex5l",1.21613951466665e-12,0.29574817886696,0.966,0.86,6.54246574705217e-08,"ex_0","Pex5l"
"Taf4b",1.42785234890323e-12,0.471187034953748,0.754,0.542,7.6814172813947e-08,"ex_0","Taf4b"
"Tspan7",1.51816935182828e-12,-0.480772386871598,0.981,0.971,8.16729566203059e-08,"ex_0","Tspan7"
"Mrps9",1.53374724157373e-12,0.296201636684628,0.907,0.688,8.25110003549419e-08,"ex_0","Mrps9"
"Npas3",1.58187189930356e-12,0.377079697877455,0.978,0.942,8.50999625668335e-08,"ex_0","Npas3"
"Crnde",1.87598128298581e-12,0.505519359016526,0.504,0.289,1.00922165080788e-07,"ex_0","Crnde"
"Slc1a1",2.2929010965259e-12,0.369089957594766,0.761,0.546,1.23351200289804e-07,"ex_0","Slc1a1"
"Kank4",2.63315909010498e-12,0.517739996424374,0.728,0.518,1.41656059570378e-07,"ex_0","Kank4"
"Ppargc1a",2.95746069812989e-12,0.307403082535411,0.993,0.943,1.59102513177294e-07,"ex_0","Ppargc1a"
"Hspa8",2.99073213188253e-12,-0.487437518209721,0.959,0.946,1.60892416498885e-07,"ex_0","Hspa8"
"Uvrag",3.01738725959961e-12,0.395708937218822,0.944,0.829,1.6232638240468e-07,"ex_0","Uvrag"
"Hivep3",3.13779514753567e-12,0.293785244938841,0.989,0.945,1.68803965551976e-07,"ex_0","Hivep3"
"Efr3b",3.48248385385197e-12,0.271381960201498,0.985,0.933,1.87347183885674e-07,"ex_0","Efr3b"
"Kcnd3os",3.91974602346185e-12,0.833352132029796,0.254,0.106,2.10870576824177e-07,"ex_0","Kcnd3os"
"Cabp1",4.08753776237827e-12,0.35490826907154,0.925,0.752,2.19897269002664e-07,"ex_0","Cabp1"
"Klf7",4.23060105396356e-12,0.289754884654396,0.948,0.788,2.27593644900078e-07,"ex_0","Klf7"
"Pdia5",4.59915242718372e-12,0.345950191680322,0.451,0.254,2.47420603125203e-07,"ex_0","Pdia5"
"Ror1",4.62682825099221e-12,0.981003387854895,0.485,0.307,2.48909479418628e-07,"ex_0","Ror1"
"Cacna1c",4.78777412769974e-12,0.260583859233256,1,0.975,2.57567884747863e-07,"ex_0","Cacna1c"
"Zwint",4.79958555597833e-12,-0.575601235681558,0.963,0.946,2.58203304154966e-07,"ex_0","Zwint"
"Pld5",4.92432189313705e-12,0.345243685971876,0.966,0.89,2.64913744885094e-07,"ex_0","Pld5"
"Pantr1",4.94325728906112e-12,0.39059583673193,0.866,0.673,2.65932412379621e-07,"ex_0","Pantr1"
"Prim2",5.12182289982269e-12,0.354203707386051,0.813,0.661,2.75538706541761e-07,"ex_0","Prim2"
"Acan",5.49070829439414e-12,0.314965690611241,0.604,0.362,2.95383634113522e-07,"ex_0","Acan"
"Gm47441",5.51561440709947e-12,-0.406779764630358,0.937,0.942,2.9672350825873e-07,"ex_0","Gm47441"
"Itpr2",6.42738765248742e-12,0.567747833642493,0.593,0.406,3.45774173540866e-07,"ex_0","Itpr2"
"Pacsin2",6.83285130030361e-12,0.364004992465309,0.862,0.694,3.67586901402433e-07,"ex_0","Pacsin2"
"Gm10827",6.86531589389389e-12,0.745584591786046,0.287,0.132,3.69333399143809e-07,"ex_0","Gm10827"
"Plxdc2",7.06197749197993e-12,-1.46931104331057,0.489,0.634,3.79913203136044e-07,"ex_0","Plxdc2"
"Fbxo40",7.24385240838902e-12,0.611065628429104,0.25,0.105,3.89697528014104e-07,"ex_0","Fbxo40"
"Ripor2",7.35824549861181e-12,0.369708761814141,0.884,0.702,3.9585153308882e-07,"ex_0","Ripor2"
