"","RNA.Med.A1","RNA.MedL.A1","RNA.IntP.A1","RNA.IntP.A2","RNA.IntX.A1","RNA.IntX.A2","RNA.IntX.A3","RNA.Med.B1","RNA.Med.B2","RNA.Med.B3","RNA.Med.B4","RNA.Med.B5","RNA.MedL.B1","RNA.IntP.B1","RNA.IntP.B2","RNA.IntX.B1","RNA.IntX.B2"
"Usp13",4.65947956493392,43.7560745564014,12.0465211318752,15.8259789765312,17.4729641080686,9.21603194574337,31.109189626005,12.3842166210355,16.2705375706151,12.061206869653,54.7351473660635,29.8908674592469,40.2569959733598,39.1826379894889,25.0619707674234,105.07240663643,32.5333793546307
"Rnf208",15.639794313447,0.227306645023781,0.133631188343405,6.71119028326556,0.177865999313437,2.17057699546162,1.58330312276599,4.72772035493195,3.82767189917248,1.20404801172709,0.868531400818734,0.0983480184565978,1.5730523260889,0,3.56771203395176,0,2.08732357987824
"Nrap",1.18783740056082,1.35866162928594,0.952002157150631,12.9448490688569,0.294205669411408,0.0550397232690778,0.518530684276628,1.27743731791489,0.676036543135964,0.753874648653533,1.7339418375202,0.618355160566771,0.734348052249637,0.659261489354857,0.396602754697318,1.06029084539584,3.40108000177755
"Dnajb4",22.012577861626,25.4382118134504,13.5666383141026,33.1607738620269,26.2991533327539,6.56895002702382,12.0680320493721,40.491642719233,39.0000016879375,28.8147035969152,34.0966157519146,50.6144171652139,33.1954014437148,23.7016764212186,18.565893045267,21.41057917363,26.4135123280111
"Lamp5",1045.63597293736,110.98834161017,101.869615352491,87.8600255201404,1101.43656311646,207.561901805948,102.231706241631,912.090990647807,335.351377860311,183.941723671011,128.55608846214,164.243578057498,160.144351968991,85.6439060283038,134.882086074364,275.814725038256,160.178946719655
"Tmem203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cadps2",27.6120951168617,118.593520510991,36.1861070078222,7.97770270763651,25.5601699168328,4.36134901619967,17.3360362264918,7.44806895423189,11.8065288695012,10.9010282912413,52.4863769317687,4.77105448679824,51.4702466373037,4.80508806698084,12.8971578887232,7.94446035924559,14.9193062696748
"B3gnt2",98.3836468340402,29.1981999254696,44.142602172299,73.3536431070575,49.172131622753,57.9323812932377,49.6045207049179,129.94926141909,49.0550030995857,39.0261796190937,54.6574728001309,74.5396812604591,64.9642281960007,98.1533273934631,75.7310244487278,40.5236211918191,49.6295223644099
"Casp7",0.0661828735140221,0.110166143299405,0.129578578069474,0.275731508505824,0.548076695005311,0.141370410833724,0.143619999741028,0.696066278874221,0.535623082883804,0,0.0850437537632241,0.231989257014303,0.238956888506556,0,0.0770415431112919,0.149968656550781,0.548782667368616
"Pik3ca",25.3246661604293,37.1819126263894,13.9919233158967,34.9776844626236,32.172748957817,48.2965333850753,21.4254652906014,27.3120453612728,37.6348055191774,39.4094813557627,20.6687697907419,20.6425672219326,25.2369672247121,48.1572711368718,28.8987619559767,32.4545773693358,33.4983095383147
"Ppp1r21",29.9236002337816,57.2704029536273,100.672287476984,96.1621430969307,68.893309786155,70.5729708094989,42.4422569780015,102.496726040754,53.6689061534761,87.902920024107,69.8265514686233,65.428883791733,56.5067769612926,96.4497466512762,39.7877438826087,74.8872742726793,83.9046923499843
"Dclre1a",11.553908745576,7.92829571378752,9.20341724741738,35.2519760935914,13.349997456926,2.88183818935856,14.0850790130813,6.52369618569638,13.396538069421,18.0310619844177,11.0359937365428,19.4070271137398,14.6989541297092,32.5669073113861,11.5979603999655,7.73146557799966,14.7051867999225
"Fubp1",69.5668781625878,108.068662394124,170.56055190508,177.1901196998,117.503802810816,188.417308847196,156.775507907758,81.2690733225087,122.803756328561,100.705346069618,134.939600419421,119.654964684379,196.496505594867,285.470933227057,220.250942941949,154.051088771304,167.903665931617
"Fezf1",0.38879354520172,0.192975387147222,0.181352501567339,0,0.0376586559173799,0.0738830944840655,0.225234613233356,0,0.178032245200251,0.61298416917482,0.269761381047201,0.0621441198489235,0.331031160304511,0.170333144377098,0.202419368376471,0,0.171513028029185
"Foxn2",19.9257465428827,49.1415033022318,58.1150061893437,67.7234950385236,29.5406508284781,58.275860900948,29.2556124696541,27.4163954460812,58.2807255921588,42.1339928375498,31.8919316413154,65.2161557279673,49.3460898105481,65.8528640418787,19.1360109053233,47.0973459671611,52.5261378185805
"Fbxo11",12.1992126175755,44.1600116794694,27.7966092207093,30.5945083423112,64.1574516619089,33.7282856642188,31.8674970086301,20.8067906055565,51.1355657784467,48.2513896645656,43.4583292558803,50.3485897688661,37.5483290732741,62.5127135522349,30.2318102888501,31.321109659398,49.5966369157714
"Nexn",21.6062377959858,92.9846355737274,68.9497805323814,91.1587588197759,72.963352636349,36.374153844072,91.2118778480816,33.4957943671469,71.7573195522822,70.8724827499331,80.834487167766,101.172675067598,74.0670357205202,190.25232791758,131.987758077827,76.447044960905,94.9776211279503
"Nhlrc2",6.48384163748955,98.4458538662236,32.1230455828654,39.3453384761039,33.4248831170728,96.0224183513079,82.1968198007364,8.04330245286334,47.8925464623133,55.6180157744496,28.7229095899323,74.04489505053,85.0247377493778,43.0491572158198,83.0835507034286,45.4024973648128,96.4849120560905
"Pak7",44.4681789126712,70.9941428686539,123.233039561987,110.054800209099,206.59759674799,88.1451648962573,85.6120485590668,42.4797587482598,92.6945354847997,123.276950040611,124.947608862068,143.77904766007,67.6641871587985,163.854894041985,248.141707647324,114.646686569943,101.606737341121
"Adrb1",0.526937832117769,1.25008585252596,0,0,1.88033992075987,0,3.55849430280713,1.64854491136935,0,0,0.33895311956351,1.37504152489431,0.748663652797102,0,0,0,1.37674536661896
"Ehd4",11.8618575900579,0.345184664269148,6.85008747410144,18.5691881622028,0.259069422882224,0.362692024226079,4.6714434198408,22.47876074231,16.0471481959777,5.29056304717905,14.8037237698336,29.1701595001872,5.28656013876062,56.6392070617783,1.75091962097465,0.49321096839648,6.76273140717205
"Miga1",3.39418798055723,35.9277830910544,9.58492231834,49.530577671992,15.5626892546023,49.9970577829525,26.459660194426,8.49718439607837,9.79631256603043,46.3146754731883,27.776911634302,30.6654372808616,37.030859579325,35.9758708058091,67.2649208474802,76.0535236229504,30.0657246585865
"Noxa1",1.63612370237656,31.2397963248592,0.35024337952942,20.2238775224802,7.24780425890071,18.5782302981302,1.93882989837233,11.3739565981148,18.4381065611911,29.7386275184338,19.8197780723837,35.3437950274937,29.0700496716649,22.7456173184605,4.32172791420219,13.3010788216013,18.5663937899627
"Aass",18.8629688967927,93.1017162261158,32.7523651329293,39.3130155157948,36.7135304833627,71.8748937543506,49.0010566250166,6.09604766888479,35.1638104634989,45.9828642184355,57.6659647564263,55.5605502660601,33.4730674784669,43.674798008103,29.680529550527,33.6782713555198,37.0472797547537
"Rundc3b",8.64861037137251,43.6919091721032,36.6113011717945,35.1807253686138,35.3317670119613,84.0688033093243,45.8496900165484,13.8138728009102,42.3670592989446,49.0101443270199,37.3480054198332,62.9018415412503,62.1183650494205,39.0491206864545,39.9512385088159,43.6741721087971,48.2392762723707
"Ccdc186",95.3054645580897,81.0668128554231,59.754719904773,101.187422570354,38.645505698863,18.9789070299221,67.7052698691275,151.449940096275,89.2577590366848,68.7752816665871,115.86045525691,121.978023173429,80.0634376401291,123.500441236707,86.6991472175173,87.3671808618023,101.260542691679
"Msh6",46.5091123246447,42.7391821152246,88.4119887207841,36.4595945236911,87.8066842519832,45.4648332639266,45.9299479276421,70.7953681711489,48.6800497961604,38.4753559808419,63.7492180205495,56.0417764651103,45.7970265275232,58.942409504203,64.9299462700119,40.1868029993249,81.1311015492742
"Kcnk12",0,0,0.259157156138947,0.203689260626316,0,0,2.51366272369665,0,0,0,0,0,0.0803394179730526,0,0.92574074349632,0.734787600459242,2.31338100054885
"Msh2",5.30207231421702,31.0597426762162,2.60687793262386,5.08919952496846,14.0455579547171,17.74476479872,4.8995963401786,12.2995108590128,12.0871567403171,1.88581721802752,4.74871437728595,0.815115890724265,8.63860671998862,9.25483510750051,18.3510900957989,6.11870150437083,9.91829131726507
"Dbf4",24.2275958549609,52.0461013332545,15.6380966459833,67.534015127701,19.6817328106012,78.2801590982733,53.3142541637304,10.41262016444,43.0405585004009,77.551789831258,75.2128313343204,62.1472047725407,48.8335832536133,45.6121106667975,31.9528240832152,39.7182628220579,57.1809108921199
"Epcam",143.337432847319,176.616049422026,233.445757847933,187.051679148679,183.905283200101,255.810404134148,128.290244466648,171.071862747249,162.850343046989,100.46922600736,120.744938838124,124.122950702983,132.724222203258,159.697215732958,254.162357635953,134.759425486174,153.861914626981
"Usp33",78.4899057002379,131.992115888745,149.709705395,127.327926313295,86.6402979430974,55.4401288222714,125.493609506555,83.0755733696447,105.608140778077,133.924756824288,93.7904593561333,134.821104374228,135.934252618337,54.9650397681178,137.873050103563,134.801860634606,79.5090402816492
"Fam3c",111.250692424955,66.5601208455414,141.56349102191,66.0113053765692,88.902660549302,184.195836173553,77.9713168094713,34.013000298645,46.7090778763632,44.6458073836472,22.0285220056606,39.7263734058643,114.26668678783,23.8456094507281,40.5272150106461,107.011682488753,38.8100258258008
"Adam22",43.4333118435165,486.844827458779,400.503369554678,506.052177182381,515.344349022991,500.310973939773,574.571277483512,169.045305584588,444.004182810761,624.113947822211,672.715640051578,744.414629639643,487.449213558926,531.280344530303,478.924376050606,640.771269318845,487.844968420259
"Vwa2",0.0683042144266428,0,0,0.166388236150932,0,0,0.350726516481973,0,0,0.0273156672533253,0.134507059872051,0.0225631830044719,0.0529879648435451,0,0,0.0714911261639649,0.151399175682659
"Gnb4",17.7959475693455,127.082901741355,72.3035122740533,90.3756631616948,109.042795187804,125.814413643199,91.6182858915918,9.57475926192113,72.151414984926,75.3900061529055,128.485893946541,93.8853880381486,87.721965578079,139.916874915424,95.2987634377782,92.5124565017657,81.0020189202535
"Sri",224.51244291705,161.538623745482,94.3006797200438,89.9108793737959,95.9775927894841,153.087219375223,66.8629345530971,163.777235484382,98.0643300458945,100.375435867094,73.7276872579088,30.3819323541401,87.1330864771542,23.4503225888674,113.350796500375,59.9432579879863,66.7649412291965
"D330045A20Rik",5.23192075214147,43.6905497711053,160.192037932706,86.6003413988808,24.6366035540954,50.2713415041414,50.5932487696988,8.16466764814272,39.0016490448833,80.185820193113,57.6766993248544,73.2532569556047,37.0878695596044,99.3367470561203,8.53139423744336,76.3643449168159,42.2182977011727
"Vps39",102.314774313408,73.246271271134,72.4094149555574,123.148337814072,73.5425288003353,47.6305518495922,87.8958158054294,137.691453784359,70.2341751838755,59.6920895630359,101.198891062374,96.0785042818571,107.552635828535,101.623870138811,83.6401647816663,96.3567902372356,90.8776222197921
"Ankef1",1.41800786629067,15.5627649895256,17.8867945061363,52.3528954262215,17.3620745813939,29.7585093815616,29.3279116861745,11.0135129166722,30.7918212363045,25.4778716055661,35.3331604895879,22.5510381434592,16.4454379589587,12.0588227577261,39.0468379805123,3.25541462655334,15.9444214989934
"Steap4",1.26526163400216,0.136508276321218,0,0.220526103145056,0.084911628222927,0.795547806247544,0.352696009733962,0.563939624260564,0.603342740578076,0.399665234422918,2.8016939232428,0.145137708997566,0.682773296820197,0.635631863828493,0.0743939681370634,0.103952175531978,1.98013179184077
"Togaram2",4.1449465901721,9.49387006536048,3.28037732070524,2.28973540903663,1.59902085160979,0.989103795623258,1.34674279210709,2.69811881469355,2.94938057280104,4.7936449775564,1.07124035471138,4.60352572025643,11.4424889842253,3.0079766681947,0.19733915890552,0.993560798786889,10.5738922400685
"Afap1l2",3.74665530302818,2.1311146951192,49.0852155743676,32.1117929933703,12.7662161623676,2.53375952129875,48.5107493545454,2.29345430518089,52.4076671486067,3.10535292814384,4.86395783362484,12.5876336188922,4.7656651107715,10.9638032317719,33.0764921358073,3.0695783087056,14.2395417056092
"Cped1",5.56533579250655,1.9595004104794,2.03265506333033,1.65932943619647,37.6958544479967,2.07422228807501,2.08691967095839,2.57780048006313,2.79594732221276,1.6563860233625,8.91338798003932,1.24141986618167,2.21699293597657,0.909496741196752,1.12220152548012,4.95232488402799,2.06331054611051
"Snap25",5071.5606596883,1301.68859423471,1323.13184937337,1582.41506066135,1143.9522549394,967.618981254858,1075.64800984038,3739.84572909227,1682.90467888186,1356.58724432433,1209.91973051477,1292.82547947707,1219.70321707797,1446.02016302733,1698.21528001304,1027.50968501836,1288.96513578212
"Zfp804b",19.6370345776558,920.649179137858,170.644764375211,317.201306883149,148.547165618337,34.1758917285537,182.503392876993,103.083526684681,290.131158796247,384.697718452143,270.014349271856,335.706084752259,341.379386985041,486.7106020174,290.681601099998,220.069194922148,240.394413034657
"BC027072",0,0,0,0,0,0.172164925734938,0,0.356998017947004,0,0,0,0.127657966520932,0,0,0,0,1.18288118167091
"Zfp385b",20.9017211845445,136.068958278915,316.878324042639,486.130499803481,156.882545231423,358.617070258911,467.613323818265,18.9980014276744,81.2677506666461,190.081774676201,37.8096713080636,41.2406644312452,128.036462149312,85.4374519911929,100.352007995986,103.940385598167,277.75194073875
