"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Tmod4",0.000213265657565586,0.661798075204174,0.248,0.112,1,"Med.A1","Tmod4"
"Slco2b1",0.000213375322623235,0.848659168357276,0.266,0.135,1,"Med.A1","Slco2b1"
"Rhbdf1",0.000213841215816422,-1.39432604570739,0.147,0.302,1,"Med.A1","Rhbdf1"
"Srpk1",0.000214447930391902,-0.497069524237165,0.706,0.809,1,"Med.A1","Srpk1"
"Gpr37",0.000214603651963314,-2.36103471805332,0.083,0.229,1,"Med.A1","Gpr37"
"Mrpl18",0.000214716653037969,0.787404756960814,0.532,0.376,1,"Med.A1","Mrpl18"
"Tm7sf3",0.000215575117061767,-0.716363583254584,0.349,0.169,1,"Med.A1","Tm7sf3"
"Kansl2",0.000218819028253491,-1.07377616831447,0.018,0.146,1,"Med.A1","Kansl2"
"Ano2",0.000220191546604382,-1.43826003295262,0.303,0.452,1,"Med.A1","Ano2"
"Sirt6",0.000220207545729351,0.28737406685162,0.596,0.41,1,"Med.A1","Sirt6"
"N6amt1",0.000221162903631212,1.66286047324209,0.257,0.128,1,"Med.A1","N6amt1"
"Vcan",0.000221928169969539,-2.41047607605937,0.294,0.431,1,"Med.A1","Vcan"
"Dnajc16",0.000222566081572252,0.738190733999286,0.321,0.177,1,"Med.A1","Dnajc16"
"Szt2",0.000223587568125119,-1.15681044497072,0.376,0.524,1,"Med.A1","Szt2"
"Cstf2",0.000223751469808344,-0.713265209095258,0.266,0.462,1,"Med.A1","Cstf2"
"Dhh",0.000224128509808796,-0.595913462035636,0.165,0.322,1,"Med.A1","Dhh"
"Dhx15",0.000224739283872544,-0.37839311413151,0.596,0.788,1,"Med.A1","Dhx15"
"Fancl",0.000226209527622123,-0.594311928590333,0.147,0.312,1,"Med.A1","Fancl"
"Angptl1",0.000226782532744782,-2.05408154403164,0.018,0.145,1,"Med.A1","Angptl1"
"Ntng2",0.00022681887335847,-2.01109122096976,0.404,0.489,1,"Med.A1","Ntng2"
"Atad1",0.000227568553265313,0.916527210422013,0.596,0.456,1,"Med.A1","Atad1"
"Palm",0.000227660038190369,0.642962613964824,0.532,0.361,1,"Med.A1","Palm"
"Cfap69",0.000230225747007161,-2.53813901727987,0.193,0.326,1,"Med.A1","Cfap69"
"Snrnp25",0.000231462007122612,0.480035167584762,0.541,0.385,1,"Med.A1","Snrnp25"
"Phc3",0.000232228346076681,-2.10482830488243,0.128,0.274,1,"Med.A1","Phc3"
"Gin1",0.000233118974427592,-0.839292928098278,0.083,0.244,1,"Med.A1","Gin1"
"Emc3",0.000234497169251255,0.591113101354332,0.697,0.534,1,"Med.A1","Emc3"
"Timm50",0.000236427508325113,0.727812580921849,0.229,0.105,1,"Med.A1","Timm50"
"Derl3",0.000237029461601278,0.801924125734955,0.431,0.268,1,"Med.A1","Derl3"
"Hoxc10",0.000237356589512759,0.29368126941257,0.138,0.048,1,"Med.A1","Hoxc10"
"Hhip",0.000238252546236399,-1.09582902732573,0,0.112,1,"Med.A1","Hhip"
"Nmrk2",0.000238554972571412,1.06435878686831,0.495,0.334,1,"Med.A1","Nmrk2"
"Edem2",0.000239383195034817,-0.903111994787152,0.165,0.343,1,"Med.A1","Edem2"
"Nol6",0.000242574517102397,-1.53322427606701,0.349,0.51,1,"Med.A1","Nol6"
"Vldlr",0.000242807177541792,-1.21479310075047,0.147,0.315,1,"Med.A1","Vldlr"
"Rcn2",0.000244354141572089,0.797694857099172,0.734,0.628,1,"Med.A1","Rcn2"
"Crtc1",0.000244471514125784,-1.67948312557169,0.339,0.479,1,"Med.A1","Crtc1"
"Coro2a",0.000245045680889084,-1.34864884106002,0.156,0.312,1,"Med.A1","Coro2a"
"Ap4e1",0.000245235348689515,-1.68827331630497,0.257,0.389,1,"Med.A1","Ap4e1"
"Mms22l",0.000246541749246736,-1.63992608019112,0.349,0.49,1,"Med.A1","Mms22l"
"Tor1b",0.00024780896551431,0.542015938196616,0.44,0.267,1,"Med.A1","Tor1b"
"Gins1",0.000248040548014099,-0.8399290973155,0.128,0.301,1,"Med.A1","Gins1"
"Zmynd12",0.00024944344122523,-2.73369779186434,0.064,0.199,1,"Med.A1","Zmynd12"
"Atpaf2",0.00024951940178486,0.668453443515546,0.349,0.19,1,"Med.A1","Atpaf2"
"Olah",0.000249752669169769,-1.17257074051241,0.083,0.228,1,"Med.A1","Olah"
"Nobox",0.000250541703335439,-2.4038744533381,0.064,0.204,1,"Med.A1","Nobox"
"Rgr",0.000252620191667297,2.17477970846359,0.165,0.065,1,"Med.A1","Rgr"
"ENSMUSG00000028772",0.000253249610110039,0.761157905352819,0.596,0.478,1,"Med.A1","ENSMUSG00000028772"
"Chic1",0.000253269758264535,-1.8731565298377,0.358,0.466,1,"Med.A1","Chic1"
"Fan1",0.000253769186968947,-1.24516598782224,0.257,0.42,1,"Med.A1","Fan1"
"Ppfibp2",0.000253783892553067,-0.514464465313611,0.716,0.774,1,"Med.A1","Ppfibp2"
"4933408B17Rik",0.00025483522555099,-0.783762049110567,0.339,0.503,1,"Med.A1","4933408B17Rik"
"Slc5a9",0.000255209311211964,-1.95776137501674,0.156,0.303,1,"Med.A1","Slc5a9"
"Mkl1",0.000255810111606636,-1.08434674490997,0.78,0.801,1,"Med.A1","Mkl1"
"Fam105a",0.000256024570614854,-0.670769248111885,0.128,0.308,1,"Med.A1","Fam105a"
"Spcs2",0.000256435543213264,0.494994615409245,0.33,0.183,1,"Med.A1","Spcs2"
"Xpnpep1",0.000256700525713757,-0.90525137034314,0.339,0.503,1,"Med.A1","Xpnpep1"
"Adprh",0.000257725350095468,0.830448164397827,0.431,0.282,1,"Med.A1","Adprh"
"Xpot",0.00025890333060072,0.769456554516641,0.697,0.553,1,"Med.A1","Xpot"
"En1",0.000261785823387995,0.719249160917456,0.339,0.194,1,"Med.A1","En1"
"Mapk8",0.000261797740571566,-0.520693695381922,0.486,0.64,1,"Med.A1","Mapk8"
"Alox5",0.000264035111547758,-2.21550738412073,0.064,0.205,1,"Med.A1","Alox5"
"Pmf1",0.000264816004552234,0.696836255643828,0.394,0.232,1,"Med.A1","Pmf1"
"Zic1",0.000265676807719624,0.746626402745785,0.394,0.229,1,"Med.A1","Zic1"
"Ephx2",0.000265913784845347,0.826961191333579,0.202,0.09,1,"Med.A1","Ephx2"
"Sh3bp5",0.000266478487246352,-0.636244144670981,0.477,0.608,1,"Med.A1","Sh3bp5"
"Dvl3",0.000267106523799232,-0.744385217318091,0.615,0.376,1,"Med.A1","Dvl3"
"Ube2g1",0.000268008291649321,0.644712511209705,0.697,0.501,1,"Med.A1","Ube2g1"
"Lrp3",0.000269318442237039,0.666530514963894,0.119,0.038,1,"Med.A1","Lrp3"
"Cdon",0.000269888059878097,-0.385765641399056,0.248,0.413,1,"Med.A1","Cdon"
"Fam174b",0.000271432561831658,-2.50934395347474,0.018,0.14,1,"Med.A1","Fam174b"
"Gsap",0.000271670454949864,-0.518350137142453,0.321,0.456,1,"Med.A1","Gsap"
"Ptpdc1",0.000273388297370117,-1.84197440769759,0.083,0.228,1,"Med.A1","Ptpdc1"
"Cklf",0.000273896159071454,0.68450754915439,0.459,0.296,1,"Med.A1","Cklf"
"Gp5",0.000274030059121019,-2.57559171522984,0.028,0.153,1,"Med.A1","Gp5"
"Entpd1",0.000276314909048855,-0.521140766822568,0.339,0.178,1,"Med.A1","Entpd1"
"Dnajc2",0.000278745655103964,-0.261868355150072,0.367,0.567,1,"Med.A1","Dnajc2"
"Slc27a4",0.000281189891718148,1.67090487949802,0.174,0.074,1,"Med.A1","Slc27a4"
"Htra3",0.000281860002781605,-1.72343184638191,0.028,0.156,1,"Med.A1","Htra3"
"Unc45b",0.000283156012948614,0.258808979238445,0.11,0.034,1,"Med.A1","Unc45b"
"Wscd1",0.000286343767248159,-0.900573157110784,0.413,0.532,1,"Med.A1","Wscd1"
"Slc39a10",0.000286429039014556,-0.34710773097845,0.514,0.702,1,"Med.A1","Slc39a10"
"Rara",0.000288487780697906,0.390468363282904,0.404,0.239,1,"Med.A1","Rara"
"Arhgap1",0.000289944959216087,0.608353767485438,0.468,0.267,1,"Med.A1","Arhgap1"
"Cntn2",0.000291274151215859,-1.05620797849616,0.404,0.487,1,"Med.A1","Cntn2"
"Cdkl2",0.000291290247849194,-0.556083555320182,0.624,0.757,1,"Med.A1","Cdkl2"
"Fam120b",0.000293981736415205,-1.09761899717505,0.413,0.534,1,"Med.A1","Fam120b"
"Glul",0.000299603204878253,1.40573392102347,0.404,0.267,1,"Med.A1","Glul"
"Eefsec",0.000300589822900617,-1.21897572417671,0.743,0.743,1,"Med.A1","Eefsec"
"Atp12a",0.000303910683102718,0.287457824594669,0.239,0.114,1,"Med.A1","Atp12a"
"Mogat1",0.00030442953817801,-0.405332229790531,0.156,0.316,1,"Med.A1","Mogat1"
"Plcxd2",0.00030523922302704,-2.37924456133078,0.018,0.139,1,"Med.A1","Plcxd2"
"Dgkz",0.000305820429807643,-0.734306929410926,0.358,0.511,1,"Med.A1","Dgkz"
"Actr6",0.000307071604764228,0.666048884008595,0.771,0.58,1,"Med.A1","Actr6"
"Smim14",0.000309551742239214,-2.45637240666433,0.248,0.374,1,"Med.A1","Smim14"
"Pmm1",0.000309624546490692,0.990628442131839,0.541,0.421,1,"Med.A1","Pmm1"
"Sh2b1",0.000310637091736281,-0.819753060713691,0.009,0.125,1,"Med.A1","Sh2b1"
"Polr2c",0.000310643171343079,0.771017102277747,0.468,0.309,1,"Med.A1","Polr2c"
"Per3",0.000311184284472852,-2.57499353132624,0.339,0.434,1,"Med.A1","Per3"
"Cul2",0.000311743356365757,-0.709880974922198,0.505,0.656,1,"Med.A1","Cul2"
"Bfar",0.000312299115703676,-0.794015896208646,0.156,0.323,1,"Med.A1","Bfar"
"Tmem186",0.000316800707381153,0.932568864079641,0.312,0.176,1,"Med.A1","Tmem186"
"Slc27a3",0.000317926905315475,-0.934042073169289,0.028,0.154,1,"Med.A1","Slc27a3"
"Gtf2a1",0.000318139140973479,0.635621891055092,0.688,0.518,1,"Med.A1","Gtf2a1"
"Dstyk",0.000318153763510677,0.441667660294689,0.367,0.201,1,"Med.A1","Dstyk"
"ENSMUSG00000028580",0.000320257075293724,-0.396976609673091,0.78,0.853,1,"Med.A1","ENSMUSG00000028580"
"Col4a1",0.000325012892722183,0.707753448894621,0.092,0.257,1,"Med.A1","Col4a1"
"Gpm6b",0.000325390391881111,-0.715155195606123,0.404,0.563,1,"Med.A1","Gpm6b"
"Haus2",0.000325985817299044,-1.35339179930318,0.193,0.354,1,"Med.A1","Haus2"
"Pitpnb",0.000326532327903462,-0.960727575418609,0.596,0.649,1,"Med.A1","Pitpnb"
"Dync2li1",0.000331943060105365,-0.551907349973543,0.156,0.333,1,"Med.A1","Dync2li1"
"Cenpk",0.000332859552638352,-1.49910930447892,0.257,0.397,1,"Med.A1","Cenpk"
"Slc23a2",0.000333292668938074,-0.404449974066486,0.991,0.963,1,"Med.A1","Slc23a2"
"Lmbr1l",0.000334826065731901,-0.412131114950566,0.119,0.274,1,"Med.A1","Lmbr1l"
"Tmprss15",0.000335648822340002,-0.632205559497795,0.046,0.185,1,"Med.A1","Tmprss15"
"Ache",0.000337077744172962,0.412296833788682,0.294,0.156,1,"Med.A1","Ache"
"Smox",0.000338411922424193,-0.257461447573082,0.11,0.267,1,"Med.A1","Smox"
"Tpmt",0.000340351398490141,0.598477811576732,0.56,0.421,1,"Med.A1","Tpmt"
"Tpx2",0.000340970320429523,-1.41594902420074,0.33,0.156,1,"Med.A1","Tpx2"
"Gusb",0.000342172938117498,0.56140106655518,0.661,0.492,1,"Med.A1","Gusb"
"Fmnl2",0.000344754415789106,-0.666812094415827,0.624,0.397,1,"Med.A1","Fmnl2"
"Slc7a5",0.000345490996155196,0.815046697498946,0.486,0.296,1,"Med.A1","Slc7a5"
"Smad1",0.000346278486216433,-1.58592350343427,0.376,0.493,1,"Med.A1","Smad1"
"Ift46",0.000346331817052577,0.90882739716995,0.358,0.209,1,"Med.A1","Ift46"
"Hhat",0.000347831293966302,-1.58403739534635,0.229,0.399,1,"Med.A1","Hhat"
"Ankzf1",0.000349541104175491,-1.16036707470707,0.055,0.198,1,"Med.A1","Ankzf1"
"Slc29a4",0.000349799582424587,-0.822931767398297,0.532,0.337,1,"Med.A1","Slc29a4"
"Pigt",0.000350475344693146,0.974215833425309,0.468,0.319,1,"Med.A1","Pigt"
"Wdr6",0.000350653598956184,-1.10216411589329,0.119,0.281,1,"Med.A1","Wdr6"
"Stradb",0.000352249256123311,-1.41851953668233,0.11,0.261,1,"Med.A1","Stradb"
"Usp12",0.000352584016864518,-1.41979476472135,0.239,0.385,1,"Med.A1","Usp12"
"Enkur",0.000353635450117795,-2.17153035951997,0.037,0.166,1,"Med.A1","Enkur"
"Snrk",0.000354535810085248,-0.514657067584388,0.22,0.404,1,"Med.A1","Snrk"
"5330417C22Rik",0.000355665571112936,0.804688722953522,0.128,0.045,1,"Med.A1","5330417C22Rik"
"Atraid",0.00035599992323086,0.886210711831311,0.422,0.277,1,"Med.A1","Atraid"
"Trmt1l",0.000357258131770887,-0.268664780528439,0.523,0.706,1,"Med.A1","Trmt1l"
"Cd74",0.000357288340680707,-0.753810041536923,0.147,0.31,1,"Med.A1","Cd74"
"Slc4a4",0.000358972365495774,-0.661839746549784,0.624,0.705,1,"Med.A1","Slc4a4"
"Adprm",0.000360203379839306,-0.395181416268716,0.128,0.295,1,"Med.A1","Adprm"
"Atcay",0.000360927770458581,0.93297269483041,0.633,0.517,1,"Med.A1","Atcay"
"Tom1l1",0.000362450294869219,-1.69622392095936,0.119,0.263,1,"Med.A1","Tom1l1"
"Fmc1",0.000362574839314181,0.73426206473437,0.266,0.142,1,"Med.A1","Fmc1"
"Rmdn3",0.000365833081988511,-2.49106824785923,0.211,0.337,1,"Med.A1","Rmdn3"
"Cbfb",0.000365845494655175,0.777461806106939,0.431,0.26,1,"Med.A1","Cbfb"
"Cdk7",0.000367283002240838,-0.502091128006637,0.477,0.603,1,"Med.A1","Cdk7"
"Ddx24",0.000368635557493238,-0.683814172831688,0.33,0.482,1,"Med.A1","Ddx24"
"Grhl1",0.000370459093585575,-0.940413670136418,0.44,0.574,1,"Med.A1","Grhl1"
"Mapk1",0.000372405599585733,0.582155095910462,0.853,0.704,1,"Med.A1","Mapk1"
"Ccdc180",0.000374404764039395,-2.75714553994305,0.11,0.244,1,"Med.A1","Ccdc180"
"Arhgap18",0.000376492218147746,-1.74580018904124,0.147,0.292,1,"Med.A1","Arhgap18"
"Cd38",0.000377015451310351,-0.712055696114899,0.064,0.212,1,"Med.A1","Cd38"
"Zc3hc1",0.000377122534888593,0.351265938826838,0.239,0.111,1,"Med.A1","Zc3hc1"
"Rad21l",0.000378009681896004,-1.71581349085866,0.468,0.517,1,"Med.A1","Rad21l"
"ENSMUSG00000050931",0.000379671725630687,-2.09618457262555,0.128,0.272,1,"Med.A1","ENSMUSG00000050931"
"Slc16a3",0.000380929495825702,-0.620311366523774,0.294,0.455,1,"Med.A1","Slc16a3"
"Gnptab",0.000384271720282497,-0.562845885850463,0.486,0.605,1,"Med.A1","Gnptab"
"Mrvi1",0.000384383798497498,-0.457053452532075,0.303,0.152,1,"Med.A1","Mrvi1"
"Angptl2",0.0003884183751089,-1.28267955552557,0.009,0.124,1,"Med.A1","Angptl2"
"Snord98",0.000390086428165353,-0.585287397752389,0,0.105,1,"Med.A1","Snord98"
"Naf1",0.000390949939785636,-1.23092915119977,0.156,0.313,1,"Med.A1","Naf1"
"Lgi2",0.000398564593889568,0.460682598037695,0.927,0.94,1,"Med.A1","Lgi2"
"Prdm2",0.00040233317085487,-0.431858305220065,0.844,0.923,1,"Med.A1","Prdm2"
"Tkfc",0.00040270412469115,0.943759378972826,0.44,0.264,1,"Med.A1","Tkfc"
"Mrpl3",0.000405757890225973,-0.807989266333548,0.284,0.435,1,"Med.A1","Mrpl3"
"Rnf2",0.000405937846859791,0.738552404037691,0.532,0.367,1,"Med.A1","Rnf2"
"Ficd",0.000406005917014934,0.528172348362447,0.284,0.145,1,"Med.A1","Ficd"
"Amfr",0.000406502192269493,0.730493250039995,0.468,0.298,1,"Med.A1","Amfr"
"Gramd3",0.000407161661352963,-1.95200592096303,0.037,0.163,1,"Med.A1","Gramd3"
"Nrp2",0.000407225036470574,-1.09918102066668,0.303,0.452,1,"Med.A1","Nrp2"
"Ppie",0.000408742399858071,0.445403518875336,0.495,0.32,1,"Med.A1","Ppie"
"Eps8l3",0.000411750842238714,-1.08888600499362,0.174,0.326,1,"Med.A1","Eps8l3"
"Spg20",0.000411927864434963,0.66726645575805,0.486,0.327,1,"Med.A1","Spg20"
"Fmr1",0.000413148990861592,-0.606958405814604,0.578,0.681,1,"Med.A1","Fmr1"
"Hps5",0.000413267123317269,-1.70050007351394,0.101,0.246,1,"Med.A1","Hps5"
"Trpc7",0.000413665112997749,-1.32109712939905,0.532,0.604,1,"Med.A1","Trpc7"
"Cdc123",0.000414012976467674,-0.468555014022888,0.349,0.52,1,"Med.A1","Cdc123"
"Def8",0.000415930959359222,0.276647748077651,0.147,0.055,1,"Med.A1","Def8"
"Acss3",0.000419873549017561,-0.704790692040604,0.174,0.34,1,"Med.A1","Acss3"
"Krt80",0.000420066516701679,-2.69867160478459,0.138,0.271,1,"Med.A1","Krt80"
"Tmprss7",0.000421548331762118,-0.481357326204338,0.248,0.114,1,"Med.A1","Tmprss7"
"Cyb5rl",0.000423054823659543,-0.338775825205418,0.56,0.706,1,"Med.A1","Cyb5rl"
"Dlg3",0.000423652649841453,-0.614652455503752,0.367,0.506,1,"Med.A1","Dlg3"
"Pik3c2g",0.000425697654926761,-0.612464668085631,0.514,0.317,1,"Med.A1","Pik3c2g"
"Tmem199",0.000427142844833086,0.644686648616728,0.404,0.243,1,"Med.A1","Tmem199"
"Sde2",0.000427533133518968,0.889047751138617,0.505,0.357,1,"Med.A1","Sde2"
"Tspan14",0.000428341438995992,-1.16087291479816,0.165,0.313,1,"Med.A1","Tspan14"
"Epm2aip1",0.000429957461116408,0.633424726700748,0.284,0.152,1,"Med.A1","Epm2aip1"
"Klhdc7a",0.000430308616332467,-2.43401708090904,0,0.104,1,"Med.A1","Klhdc7a"
"Gfod2",0.000433672748244588,0.741637381075651,0.468,0.296,1,"Med.A1","Gfod2"
"Dusp7",0.000434548143942196,-0.906568406557459,0.119,0.279,1,"Med.A1","Dusp7"
"Kctd3",0.000435097956127345,-0.51437408372562,0.284,0.43,1,"Med.A1","Kctd3"
"Tdg",0.00043589740070854,-1.26235243122007,0.138,0.294,1,"Med.A1","Tdg"
"Atxn7l3",0.000439893368235169,1.53800358739129,0.147,0.058,1,"Med.A1","Atxn7l3"
"Aqp2",0.000440333872542466,0.370192743571964,0.211,0.096,1,"Med.A1","Aqp2"
"Gnb3",0.000440659424923007,-3.14409464368458,0.028,0.146,1,"Med.A1","Gnb3"
"Glt8d1",0.000440945323547278,1.05316104939691,0.358,0.209,1,"Med.A1","Glt8d1"
"Ephx4",0.000443062024795328,-0.935768076446654,0.229,0.399,1,"Med.A1","Ephx4"
"Rasgrf1",0.000443537439356727,0.59026640139455,0.578,0.419,1,"Med.A1","Rasgrf1"
"Gng12",0.000443719570079729,1.20578331418409,0.358,0.225,1,"Med.A1","Gng12"
"Lcat",0.000446880257654242,2.14998602491073,0.128,0.046,1,"Med.A1","Lcat"
"Tm9sf3",0.000451081409831781,0.409522942607982,0.89,0.732,1,"Med.A1","Tm9sf3"
"AF529169",0.00045135263835572,-1.24051343045275,0.046,0.178,1,"Med.A1","AF529169"
"Caprin2",0.000452167663780848,-0.61158925727883,0.495,0.645,1,"Med.A1","Caprin2"
"B4galt2",0.000454002463174265,0.801924155594096,0.275,0.149,1,"Med.A1","B4galt2"
"Bclaf3",0.000454269154501157,-0.742245477375299,0.33,0.471,1,"Med.A1","Bclaf3"
"R3hcc1",0.000456254623498684,0.508241657976051,0.303,0.162,1,"Med.A1","R3hcc1"
"Rab9b",0.000456730738359536,1.43348565767102,0.156,0.062,1,"Med.A1","Rab9b"
"Tmbim1",0.000458276550288,0.420019345903144,0.11,0.035,1,"Med.A1","Tmbim1"
"L3mbtl1",0.000459513789180619,-1.25888437045703,0.495,0.646,1,"Med.A1","L3mbtl1"
"Ppp2r3a",0.000463091881443955,-2.46770522053215,0.119,0.26,1,"Med.A1","Ppp2r3a"
"Cd99l2",0.000465348433698221,0.876746743220025,0.633,0.51,1,"Med.A1","Cd99l2"
"Smndc1",0.000467387737050012,0.628930118915512,0.514,0.371,1,"Med.A1","Smndc1"
"Caln1",0.00046857688890778,-0.461971027897708,0.927,0.92,1,"Med.A1","Caln1"
"St3gal6",0.00046949927652829,-1.2235515112341,0.624,0.656,1,"Med.A1","St3gal6"
"Baiap2l2",0.000469870855772763,-0.287808660297128,0.193,0.084,1,"Med.A1","Baiap2l2"
"Brpf3",0.000470873110435076,-1.929637860255,0.22,0.354,1,"Med.A1","Brpf3"
"Ccpg1",0.000473604270256549,0.487428979500867,0.899,0.817,1,"Med.A1","Ccpg1"
"Camk1g",0.000473921429968167,-0.91652221091039,0.128,0.277,1,"Med.A1","Camk1g"
"Ccdc141",0.000475277747417027,-1.65871440258284,0.275,0.438,1,"Med.A1","Ccdc141"
"Lmo2",0.000475735437044436,1.031027754563,0.22,0.107,1,"Med.A1","Lmo2"
"Acaa2",0.000478030914644572,0.703584860327692,0.376,0.23,1,"Med.A1","Acaa2"
"Dlgap4",0.000483459277157382,-0.320654910606506,0.899,0.949,1,"Med.A1","Dlgap4"
"Sh3bgrl2",0.000485587151071965,-0.382217617612103,0.248,0.427,1,"Med.A1","Sh3bgrl2"
"Trub1",0.000493199485310896,-1.86911794423798,0.202,0.34,1,"Med.A1","Trub1"
"Sucnr1",0.000493981494015082,-1.19234240711599,0.009,0.121,1,"Med.A1","Sucnr1"
"BC048403",0.000496595747591567,0.334759710544747,0.358,0.201,1,"Med.A1","BC048403"
"Nucb2",0.000497284835994566,0.67844770558403,0.743,0.643,1,"Med.A1","Nucb2"
"Mdm1",0.000500100672880158,-0.812153374033446,0.165,0.315,1,"Med.A1","Mdm1"
"Fbxo30",0.000500269295600946,-1.54702898854013,0.101,0.243,1,"Med.A1","Fbxo30"
"Slc25a20",0.000500993501781024,-0.49266261258978,0.339,0.472,1,"Med.A1","Slc25a20"
"Kctd5",0.00050185395303535,-1.75178581137809,0.083,0.219,1,"Med.A1","Kctd5"
"Sfrp4",0.00050216575512949,-0.640312519366555,0.046,0.183,1,"Med.A1","Sfrp4"
"Plcg1",0.00050326747095496,0.520528024049596,0.367,0.23,1,"Med.A1","Plcg1"
"Mtmr7",0.000504965353034564,-1.16626053560128,0.404,0.514,1,"Med.A1","Mtmr7"
"Ptpn9",0.00050764206500484,0.4052624008226,0.202,0.09,1,"Med.A1","Ptpn9"
"Tuft1",0.000511261740168445,-0.965449159200979,0.174,0.072,1,"Med.A1","Tuft1"
"P2rx7",0.000516661486155341,0.918651958502016,0.541,0.389,1,"Med.A1","P2rx7"
"1700037H04Rik",0.00052201138525813,1.22178050789274,0.229,0.114,1,"Med.A1","1700037H04Rik"
"Plcxd1",0.00052412142614244,-0.278671387874365,0.266,0.135,1,"Med.A1","Plcxd1"
"Plekha1",0.000524193862998317,-1.7302614682501,0.119,0.264,1,"Med.A1","Plekha1"
"Fam3c",0.000525555314680995,0.507885771903751,0.697,0.527,1,"Med.A1","Fam3c"
"Hhatl",0.000526591241375981,0.968674982072504,0.284,0.15,1,"Med.A1","Hhatl"
"Cmtr1",0.00052892094513606,-1.06200412333282,0.183,0.315,1,"Med.A1","Cmtr1"
"Cavin1",0.000534548365399471,0.501756694744419,0.202,0.09,1,"Med.A1","Cavin1"
"Polr2a",0.000535940576970218,-0.627682235543023,0.064,0.199,1,"Med.A1","Polr2a"
"Mphosph8",0.000536448776027155,-0.761737740600482,0.45,0.593,1,"Med.A1","Mphosph8"
"C3",0.000537325295027633,-0.610374162777713,0.954,0.952,1,"Med.A1","C3"
"Rest",0.000538149700708999,-1.49892443149376,0.083,0.221,1,"Med.A1","Rest"
"Thop1",0.000538962682021566,0.360076323737203,0.275,0.143,1,"Med.A1","Thop1"
"Tmem68",0.000539683742260819,-1.94605583827145,0.11,0.246,1,"Med.A1","Tmem68"
"Acp2",0.000543921902748398,-0.418986419250231,0.33,0.492,1,"Med.A1","Acp2"
"Rab37",0.000545638318617649,0.582341338055629,0.229,0.114,1,"Med.A1","Rab37"
"Acsf2",0.000552496854213576,-1.7980879617651,0.349,0.471,1,"Med.A1","Acsf2"
"Zfyve19",0.000557562137670077,0.379467328116451,0.578,0.39,1,"Med.A1","Zfyve19"
"Angel1",0.000558298633436958,0.776499376909469,0.743,0.622,1,"Med.A1","Angel1"
"Ago2",0.000558454627039986,-2.34418515798015,0.083,0.213,1,"Med.A1","Ago2"
"Eogt",0.000562372440889678,-0.970675348253379,0.092,0.236,1,"Med.A1","Eogt"
"Fbxo21",0.000563944281778842,0.381909786072937,0.697,0.473,1,"Med.A1","Fbxo21"
"Rabl6",0.000565701303799281,0.450409200203463,0.927,0.83,1,"Med.A1","Rabl6"
"Mul1",0.000569972805775999,1.29923263128372,0.248,0.128,1,"Med.A1","Mul1"
"Ccdc59",0.000570250197596375,0.656574047005652,0.385,0.237,1,"Med.A1","Ccdc59"
"Adamtsl2",0.000571750769766659,-2.471259610852,0.073,0.202,1,"Med.A1","Adamtsl2"
"Tcf24",0.000574502801192795,-1.38841523185545,0.037,0.159,1,"Med.A1","Tcf24"
"Hells",0.000574914667711557,-2.29558791661647,0.128,0.265,1,"Med.A1","Hells"
"Bend6",0.000575853002146859,-0.411933810042392,0.835,0.89,1,"Med.A1","Bend6"
"Ehd2",0.000577857966298487,-0.876776010370666,0.028,0.146,1,"Med.A1","Ehd2"
"Pgm5",0.000579018222516739,-0.554729542257288,0.578,0.404,1,"Med.A1","Pgm5"
"Gpr19",0.000580357570393261,-2.40450789986174,0.046,0.17,1,"Med.A1","Gpr19"
"Pde9a",0.000582386504146265,-0.983190296012306,0.303,0.424,1,"Med.A1","Pde9a"
"Ncln",0.000583954270921463,0.476208636045927,0.642,0.454,1,"Med.A1","Ncln"
"Terf2ip",0.000592071818352378,0.637135010102075,0.349,0.206,1,"Med.A1","Terf2ip"
"Tab1",0.000592756826913164,0.435117318149133,0.495,0.317,1,"Med.A1","Tab1"
"Lrwd1",0.000594843969761625,-0.521539793515491,0.358,0.518,1,"Med.A1","Lrwd1"
"Itgax",0.000596272534318479,-0.645587223588073,0.193,0.337,1,"Med.A1","Itgax"
"Atp7a",0.000604820572546,-1.68987867791607,0.22,0.35,1,"Med.A1","Atp7a"
"Ninl",0.000610827313961359,-1.24116716560661,0.284,0.417,1,"Med.A1","Ninl"
"Yrdc",0.000613017601188726,1.14131479944984,0.404,0.272,1,"Med.A1","Yrdc"
"Ubn1",0.000613183057882584,-0.400174441036914,0.394,0.528,1,"Med.A1","Ubn1"
"Shoc2",0.00062041775903348,-0.732022802646791,0.413,0.58,1,"Med.A1","Shoc2"
"G6pc2",0.000621489912214552,-0.815743258991888,0.092,0.24,1,"Med.A1","G6pc2"
"Pid1",0.000626840260323719,-1.86710075054681,0.578,0.628,1,"Med.A1","Pid1"
"Capn7",0.000627416588181453,-1.26459092221843,0.183,0.327,1,"Med.A1","Capn7"
"Sap130",0.000629478433827609,-0.74447829410813,0.266,0.428,1,"Med.A1","Sap130"
"Slc4a1",0.000632083931170824,1.34302721892322,0.11,0.037,1,"Med.A1","Slc4a1"
"Prg4",0.00063462253641764,0.79111696706938,0.624,0.504,1,"Med.A1","Prg4"
"Med24",0.000636164619177429,-0.632220459736368,0.202,0.372,1,"Med.A1","Med24"
