"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Cmtr1.1",0.0008773736,0.8181948,0.49,0.285,1,"Med.B3","Cmtr1"
"Rab3b.5",0.0008807319,-3.462618,0.306,0.496,1,"Med.B3","Rab3b"
"Nup93.1",0.000880744,0.3784137,1,0.911,1,"Med.B3","Nup93"
"Mcc.2",0.0008842584,0.3844595,0.878,0.76,1,"Med.B3","Mcc"
"Sec61g.2",0.0008932997,-1.277181,0.245,0.472,1,"Med.B3","Sec61g"
"Cables1",0.0009023528,0.8290121,0.224,0.084,1,"Med.B3","Cables1"
"Eif4a2.2",0.000903352,-0.6282922,0.939,0.959,1,"Med.B3","Eif4a2"
"Gabra4.2",0.0009041545,0.3906446,0.776,0.64,1,"Med.B3","Gabra4"
"Sgce.1",0.0009133502,0.434999,0.673,0.411,1,"Med.B3","Sgce"
"Ncoa2.2",0.0009167002,0.480248,0.878,0.648,1,"Med.B3","Ncoa2"
"2010111I01Rik.1",0.0009263337,0.2720318,0.959,0.864,1,"Med.B3","2010111I01Rik"
"Dnajc5b.1",0.0009301896,0.658389,0.408,0.21,1,"Med.B3","Dnajc5b"
"Tnfrsf11a",0.0009331439,0.5460717,0.184,0.061,1,"Med.B3","Tnfrsf11a"
"Gpi1.2",0.0009348906,-0.8777207,0.898,0.924,1,"Med.B3","Gpi1"
"Slc4a7.2",0.0009386628,0.3058367,0.98,0.855,1,"Med.B3","Slc4a7"
"Smad1.1",0.0009441567,0.6062489,0.633,0.468,1,"Med.B3","Smad1"
"Ssr2.2",0.0009518399,-1.795648,0.347,0.512,1,"Med.B3","Ssr2"
"Cntn5.5",0.0009671718,-0.8303269,0.939,0.908,1,"Med.B3","Cntn5"
"Eif2ak3.2",0.0009676513,0.4370356,0.816,0.595,1,"Med.B3","Eif2ak3"
"ENSMUSG00000005510.2",0.00096948,-1.127904,0.306,0.536,1,"Med.B3","ENSMUSG00000005510"
"Slitrk4",0.0009710024,0.4089997,0.429,0.22,1,"Med.B3","Slitrk4"
"Tmem141.3",0.0009844729,-0.9124596,0.653,0.78,1,"Med.B3","Tmem141"
"Rasa2.2",0.0009887174,0.2927479,0.878,0.696,1,"Med.B3","Rasa2"
"Tanc2.2",0.0009935779,0.4130113,1,0.886,1,"Med.B3","Tanc2"
"Nsun3.2",0.001003124,0.502388,0.429,0.215,1,"Med.B3","Nsun3"
"Pou2af1.4",0.001007696,-0.8287707,0.408,0.635,1,"Med.B3","Pou2af1"
"Enah.2",0.001014594,0.3511703,0.959,0.873,1,"Med.B3","Enah"
"Doc2b.2",0.001022621,-1.985876,0.082,0.301,1,"Med.B3","Doc2b"
"Zcchc7.2",0.001023558,0.2901781,0.98,0.837,1,"Med.B3","Zcchc7"
"Gemin5.2",0.00103699,0.5907245,0.755,0.5,1,"Med.B3","Gemin5"
"Etfa.1",0.001040056,-1.118339,0.571,0.742,1,"Med.B3","Etfa"
"Ccdc50.4",0.001040705,0.4462774,0.673,0.451,1,"Med.B3","Ccdc50"
"Cep164.1",0.001054561,0.5420068,0.898,0.731,1,"Med.B3","Cep164"
"Nhej1",0.001055997,0.3938489,0.592,0.368,1,"Med.B3","Nhej1"
"Rnf114.2",0.001061867,0.5470188,0.755,0.551,1,"Med.B3","Rnf114"
"Fam98a.3",0.001066417,-0.7255596,0.286,0.552,1,"Med.B3","Fam98a"
"Ubl7.2",0.001080441,-1.153549,0.551,0.689,1,"Med.B3","Ubl7"
"Rpl38.2",0.001081039,-0.6590515,0.776,0.846,1,"Med.B3","Rpl38"
"Vwc2l.4",0.001082778,-2.200336,0.122,0.335,1,"Med.B3","Vwc2l"
"Src",0.00108368,1.561394,0.347,0.17,1,"Med.B3","Src"
"Nbeal1.1",0.001095793,0.5791495,0.714,0.531,1,"Med.B3","Nbeal1"
"Prune2.5",0.001111872,0.3560449,0.959,0.922,1,"Med.B3","Prune2"
"Arap2.1",0.001112676,0.5834047,0.857,0.697,1,"Med.B3","Arap2"
"Setd5.1",0.001130553,0.4743405,0.837,0.687,1,"Med.B3","Setd5"
"St3gal3.2",0.001131437,0.4379738,0.959,0.903,1,"Med.B3","St3gal3"
"Serinc1.3",0.001133629,-1.270463,0.694,0.75,1,"Med.B3","Serinc1"
"Stx5a.3",0.001136453,0.327443,0.918,0.782,1,"Med.B3","Stx5a"
"Pgp.2",0.001144516,-1.133042,0.429,0.618,1,"Med.B3","Pgp"
"Hrasls.1",0.001160656,0.7940753,0.571,0.345,1,"Med.B3","Hrasls"
"Wac.2",0.001170372,0.346259,0.837,0.569,1,"Med.B3","Wac"
"Eml3.2",0.001174614,0.409266,0.796,0.596,1,"Med.B3","Eml3"
"Fgf9.4",0.001175222,0.4627026,0.837,0.639,1,"Med.B3","Fgf9"
"Antxr1",0.001181025,-0.8838789,0.286,0.547,1,"Med.B3","Antxr1"
"Eef1a2.2",0.001182374,-0.8418807,1,0.997,1,"Med.B3","Eef1a2"
"Acvr2a.1",0.001182625,0.4741414,0.714,0.523,1,"Med.B3","Acvr2a"
"Thoc5.1",0.00118298,0.5334917,0.612,0.377,1,"Med.B3","Thoc5"
"Tuba1a.3",0.001184559,-1.063854,0.939,0.904,1,"Med.B3","Tuba1a"
"Vav2",0.001191524,0.8130679,0.571,0.422,1,"Med.B3","Vav2"
"Ntrk2.2",0.001203081,0.2588232,1,0.975,1,"Med.B3","Ntrk2"
"Lrch3.2",0.001206221,0.3844255,0.837,0.644,1,"Med.B3","Lrch3"
"Fabp3.2",0.001206771,-0.9122593,0.449,0.649,1,"Med.B3","Fabp3"
"C2cd5.3",0.0012095,0.2942994,1,0.935,1,"Med.B3","C2cd5"
"Spon1.3",0.001223097,-1.504993,0.673,0.769,1,"Med.B3","Spon1"
"Adgrl2.4",0.001223661,0.288227,1,0.952,1,"Med.B3","Adgrl2"
"Ktn1.3",0.001231,0.3128983,0.98,0.94,1,"Med.B3","Ktn1"
"Kcnj6.5",0.001231199,0.3084077,0.98,0.915,1,"Med.B3","Kcnj6"
"Kdm7a.2",0.001234121,0.6582604,0.796,0.61,1,"Med.B3","Kdm7a"
"Ino80d.1",0.001240016,0.4515062,0.51,0.289,1,"Med.B3","Ino80d"
"AC121965.1.2",0.001241376,-0.9283715,0.735,0.797,1,"Med.B3","AC121965.1"
"Ptprs.1",0.001247598,0.2738743,1,0.947,1,"Med.B3","Ptprs"
"Smarca4.2",0.00124949,0.4133517,0.918,0.797,1,"Med.B3","Smarca4"
"Kifap3.2",0.001251033,-0.4558811,0.939,0.974,1,"Med.B3","Kifap3"
"Polg2.1",0.001256073,0.4175581,0.388,0.197,1,"Med.B3","Polg2"
"Grpel2",0.001267521,0.2618426,0.184,0.061,1,"Med.B3","Grpel2"
"Fgf10.4",0.001270318,0.5356977,0.551,0.337,1,"Med.B3","Fgf10"
"Cnot8.1",0.001280851,0.6344253,0.612,0.404,1,"Med.B3","Cnot8"
"Slc37a4.2",0.001291786,0.578641,0.653,0.421,1,"Med.B3","Slc37a4"
"Mettl9.1",0.00129225,0.3074874,0.776,0.495,1,"Med.B3","Mettl9"
"Tmcc3.3",0.001292952,-2.221562,0.224,0.417,1,"Med.B3","Tmcc3"
"Cog5.1",0.001298273,0.3677075,0.98,0.925,1,"Med.B3","Cog5"
"Cp.2",0.001308071,0.3262306,0.959,0.81,1,"Med.B3","Cp"
"Aars.3",0.001313919,-0.8989856,0.531,0.733,1,"Med.B3","Aars"
"Vrk2.3",0.001314273,0.5174964,0.673,0.475,1,"Med.B3","Vrk2"
"Kif26a.3",0.001331802,0.8420129,0.673,0.538,1,"Med.B3","Kif26a"
"Cherp",0.001358204,0.3092736,0.612,0.391,1,"Med.B3","Cherp"
"Garnl3.1",0.001366162,0.2898231,1,0.944,1,"Med.B3","Garnl3"
"Dlg5.2",0.00137018,0.2789219,0.98,0.812,1,"Med.B3","Dlg5"
"Spock1.3",0.001370663,0.4122989,0.98,0.947,1,"Med.B3","Spock1"
"Adat1.1",0.001383074,0.3023551,0.857,0.653,1,"Med.B3","Adat1"
"Ankib1.1",0.001394847,0.2529282,0.918,0.773,1,"Med.B3","Ankib1"
"Arl6ip5.3",0.001397062,-1.154164,0.449,0.649,1,"Med.B3","Arl6ip5"
"Fance",0.001399158,0.3135503,0.143,0.041,1,"Med.B3","Fance"
"Trabd2b.3",0.001400091,-1.226694,0.633,0.754,1,"Med.B3","Trabd2b"
"Igf2bp1.1",0.001400795,-0.658753,0.02,0.211,1,"Med.B3","Igf2bp1"
"Hk1.2",0.001406435,-0.9779368,0.918,0.909,1,"Med.B3","Hk1"
"Kcnip1.3",0.001420515,-2.643636,0.204,0.429,1,"Med.B3","Kcnip1"
"Spopl.1",0.001447801,0.3907097,0.816,0.526,1,"Med.B3","Spopl"
"Gsg1l.3",0.001450004,-0.7361054,0.449,0.663,1,"Med.B3","Gsg1l"
"Ccser2.2",0.001456975,0.2995352,1,0.94,1,"Med.B3","Ccser2"
"Cog6.3",0.001457336,-0.8219223,0.837,0.867,1,"Med.B3","Cog6"
"Fsip1.1",0.001463321,0.4986899,0.776,0.592,1,"Med.B3","Fsip1"
"Vdac2.2",0.001464605,-0.3860787,1,0.981,1,"Med.B3","Vdac2"
"Klhl4.2",0.001468866,0.5376883,0.735,0.556,1,"Med.B3","Klhl4"
"Ythdc2.2",0.001490241,0.2933964,0.939,0.791,1,"Med.B3","Ythdc2"
"Neto1.4",0.001491335,0.3654848,0.857,0.619,1,"Med.B3","Neto1"
"Adam22.2",0.001498835,0.2844954,1,0.952,1,"Med.B3","Adam22"
"Nars.3",0.001500716,-0.8902551,0.776,0.835,1,"Med.B3","Nars"
"Nos3.3",0.001501316,0.2661902,0.735,0.468,1,"Med.B3","Nos3"
"Slc7a9.2",0.001502169,0.2775973,0.755,0.499,1,"Med.B3","Slc7a9"
"Mbp.4",0.001514749,-0.917611,0.49,0.715,1,"Med.B3","Mbp"
"Ift81.1",0.00151695,0.3168189,0.878,0.693,1,"Med.B3","Ift81"
"Aco2.3",0.001526657,-0.7067199,0.857,0.902,1,"Med.B3","Aco2"
"Ovch2.2",0.00153092,0.2651886,0.592,0.338,1,"Med.B3","Ovch2"
"Rpl8.1",0.001557084,-0.7348958,0.612,0.742,1,"Med.B3","Rpl8"
"Atp6v0e2.2",0.001561215,-0.7935758,0.857,0.852,1,"Med.B3","Atp6v0e2"
"Iqgap2.1",0.001563056,0.8262712,0.633,0.4,1,"Med.B3","Iqgap2"
"Pcnt.2",0.001563192,0.4710362,0.918,0.852,1,"Med.B3","Pcnt"
"Gpm6b.4",0.001569777,-1.837257,0.388,0.552,1,"Med.B3","Gpm6b"
"Rpl35a.3",0.001579127,-1.394092,0.367,0.53,1,"Med.B3","Rpl35a"
"Fam219a.2",0.00158234,0.3904254,0.959,0.795,1,"Med.B3","Fam219a"
"Cdc123.1",0.001582936,0.6645729,0.673,0.486,1,"Med.B3","Cdc123"
"Nsg2.3",0.001591888,-0.6070244,0.98,0.977,1,"Med.B3","Nsg2"
"Asap1.1",0.001593583,0.331823,1,0.894,1,"Med.B3","Asap1"
"Map3k13",0.001594915,0.423071,0.878,0.851,1,"Med.B3","Map3k13"
"Pik3r4",0.001612505,0.4754277,0.592,0.378,1,"Med.B3","Pik3r4"
"Ppara.1",0.001626005,0.4992044,0.837,0.67,1,"Med.B3","Ppara"
"Cab39l.4",0.001641604,-0.7033868,0.714,0.837,1,"Med.B3","Cab39l"
"Rgs8",0.001644968,1.14177,0.367,0.183,1,"Med.B3","Rgs8"
"Son.3",0.001657656,0.2567307,1,0.996,1,"Med.B3","Son"
"Vps35.3",0.001662893,-1.182502,0.347,0.549,1,"Med.B3","Vps35"
"Stip1.3",0.001665036,0.30792,0.959,0.847,1,"Med.B3","Stip1"
"Vwa8.3",0.001668155,0.3192761,0.98,0.83,1,"Med.B3","Vwa8"
"Ptprj.2",0.001679021,0.418557,0.735,0.626,1,"Med.B3","Ptprj"
"Ripk1.1",0.001681095,0.4769993,0.755,0.597,1,"Med.B3","Ripk1"
"9930021J03Rik.1",0.001695913,0.3804844,0.98,0.858,1,"Med.B3","9930021J03Rik"
"Trak1.4",0.001703877,0.4191699,0.898,0.825,1,"Med.B3","Trak1"
"Cyb5r3.2",0.001706307,-0.9400078,0.633,0.794,1,"Med.B3","Cyb5r3"
"Rpl21.2",0.001714279,-0.7321536,0.837,0.885,1,"Med.B3","Rpl21"
"Atrnl1.2",0.001736738,0.2823042,1,0.981,1,"Med.B3","Atrnl1"
"Rbms1.2",0.001747768,0.2754742,1,0.978,1,"Med.B3","Rbms1"
"Slc17a5.3",0.00176094,0.3668131,0.939,0.813,1,"Med.B3","Slc17a5"
"Pard3b.2",0.001762647,0.3051099,1,0.982,1,"Med.B3","Pard3b"
"Tbc1d4.2",0.001768952,0.2849158,0.959,0.838,1,"Med.B3","Tbc1d4"
"Dennd2c.1",0.001781005,0.2935293,0.571,0.345,1,"Med.B3","Dennd2c"
"Ctnnb1.3",0.001810301,-0.8593462,0.653,0.795,1,"Med.B3","Ctnnb1"
"Romo1.2",0.001824874,-0.9009229,0.571,0.716,1,"Med.B3","Romo1"
"Tns3.2",0.001833407,0.4513227,0.837,0.742,1,"Med.B3","Tns3"
"Tmx2.2",0.00184519,-1.012634,0.531,0.694,1,"Med.B3","Tmx2"
"Pip5k1b.2",0.001848378,0.3729441,0.959,0.896,1,"Med.B3","Pip5k1b"
"Mtmr9.2",0.001852606,-0.8071885,0.592,0.718,1,"Med.B3","Mtmr9"
"Tfcp2l1",0.001858602,1.111387,0.245,0.106,1,"Med.B3","Tfcp2l1"
"Cers5.1",0.001863411,0.3713658,0.98,0.96,1,"Med.B3","Cers5"
"Pcgf3.1",0.001864882,0.4626184,0.918,0.795,1,"Med.B3","Pcgf3"
"Sncg.3",0.001869184,-0.8357186,0.918,0.961,1,"Med.B3","Sncg"
"Cpne8.4",0.00187119,0.5235008,0.857,0.788,1,"Med.B3","Cpne8"
"Usp4.1",0.001873411,0.4090319,0.776,0.579,1,"Med.B3","Usp4"
"Capn5.1",0.001894763,-2.41838,0.224,0.42,1,"Med.B3","Capn5"
"Luzp2.2",0.001905101,-0.8356621,0.673,0.846,1,"Med.B3","Luzp2"
"Gramd4.2",0.001910513,0.3527188,0.878,0.681,1,"Med.B3","Gramd4"
"ENSMUSG00000031840.2",0.001910604,-1.062032,0.184,0.395,1,"Med.B3","ENSMUSG00000031840"
"Bcl11b.1",0.001921268,-3.36793,0.082,0.275,1,"Med.B3","Bcl11b"
"Mrpl43.2",0.001923522,-1.237807,0.163,0.376,1,"Med.B3","Mrpl43"
"Gpam.1",0.001939515,1.078285,0.367,0.201,1,"Med.B3","Gpam"
"Espl1.1",0.001964327,0.3620071,0.714,0.539,1,"Med.B3","Espl1"
"Dpp6.4",0.001974242,0.3156267,1,0.961,1,"Med.B3","Dpp6"
"Pnpo.1",0.001984599,-1.14906,0.265,0.486,1,"Med.B3","Pnpo"
"Swap70.1",0.001989294,0.8666109,0.571,0.435,1,"Med.B3","Swap70"
"Zfc3h1.2",0.002002968,0.3987266,0.878,0.773,1,"Med.B3","Zfc3h1"
"Il12rb2.2",0.002012115,0.7200853,0.49,0.306,1,"Med.B3","Il12rb2"
"Aes.2",0.002017907,-0.7497069,0.571,0.728,1,"Med.B3","Aes"
"Lancl3.3",0.002024947,0.3500863,0.755,0.539,1,"Med.B3","Lancl3"
"Pitpnm3.2",0.002026754,0.3268289,0.98,0.829,1,"Med.B3","Pitpnm3"
"Tex264.1",0.002047075,-1.498353,0.163,0.382,1,"Med.B3","Tex264"
"Prdx3.2",0.00205098,-1.276153,0.796,0.769,1,"Med.B3","Prdx3"
"Pik3r6.1",0.00207139,0.9717089,0.245,0.105,1,"Med.B3","Pik3r6"
"Oprl1.2",0.002072097,0.4126385,0.898,0.737,1,"Med.B3","Oprl1"
"Akt1.3",0.002076013,0.3076388,0.837,0.653,1,"Med.B3","Akt1"
"Nts.4",0.002083666,-3.052223,0.122,0.311,1,"Med.B3","Nts"
"Aplp2.4",0.002093507,-0.7194357,1,0.973,1,"Med.B3","Aplp2"
"Mea1.2",0.002104124,-0.876438,0.204,0.425,1,"Med.B3","Mea1"
"Tti1.1",0.002105132,0.4096919,0.51,0.303,1,"Med.B3","Tti1"
"Ndufv3.2",0.002143106,-0.6919879,0.551,0.685,1,"Med.B3","Ndufv3"
"Bckdhb.1",0.002155913,0.308037,0.918,0.679,1,"Med.B3","Bckdhb"
"Fkbp5.4",0.002159505,0.5077034,0.673,0.466,1,"Med.B3","Fkbp5"
"Cdcp1.1",0.002161441,0.2971063,0.51,0.29,1,"Med.B3","Cdcp1"
"Wrb.1",0.002168422,-1.323628,0.327,0.527,1,"Med.B3","Wrb"
"Pibf1.2",0.002173308,0.2920956,0.918,0.732,1,"Med.B3","Pibf1"
"Slc24a4.3",0.002182567,-2.480056,0.184,0.382,1,"Med.B3","Slc24a4"
"Tra2a.1",0.002192861,0.3500696,0.98,0.885,1,"Med.B3","Tra2a"
"Canx.4",0.002203747,-0.7915802,0.633,0.786,1,"Med.B3","Canx"
"Slc25a14.2",0.002214665,-1.158523,0.531,0.657,1,"Med.B3","Slc25a14"
"Nipsnap1.2",0.002230109,-1.565491,0.122,0.326,1,"Med.B3","Nipsnap1"
"Cep162.1",0.002231921,0.41642,0.898,0.767,1,"Med.B3","Cep162"
"Plcg1.2",0.002246472,0.7990519,0.408,0.238,1,"Med.B3","Plcg1"
"Pax6.4",0.002250578,-2.616007,0.02,0.196,1,"Med.B3","Pax6"
"Psmb4.3",0.002259459,-0.9967751,0.551,0.684,1,"Med.B3","Psmb4"
"Nek9.1",0.00227846,0.3713901,0.673,0.459,1,"Med.B3","Nek9"
"Tmem53.2",0.002286879,-1.077292,0.449,0.633,1,"Med.B3","Tmem53"
"ENSMUSG00000005505.2",0.002287245,-1.067043,0.612,0.745,1,"Med.B3","ENSMUSG00000005505"
"Plekhb1.2",0.002304426,-1.265016,0.286,0.499,1,"Med.B3","Plekhb1"
"Gadd45b.2",0.002321462,0.5338275,0.449,0.249,1,"Med.B3","Gadd45b"
"Tnik.2",0.002324878,0.6284857,0.98,0.834,1,"Med.B3","Tnik"
"Irf2.2",0.002333516,0.3587809,0.816,0.571,1,"Med.B3","Irf2"
"Tnc.2",0.002337256,-1.159414,0.367,0.558,1,"Med.B3","Tnc"
"Cntn3.6",0.002374019,0.4062141,0.735,0.53,1,"Med.B3","Cntn3"
"Npy5r.3",0.002390017,-1.93723,0.143,0.346,1,"Med.B3","Npy5r"
"Aif1l",0.00240263,0.2707528,0.306,0.144,1,"Med.B3","Aif1l"
"Zfp143.1",0.002406103,0.5977412,0.633,0.464,1,"Med.B3","Zfp143"
"Ttc6.2",0.002406662,-0.8684271,0.327,0.53,1,"Med.B3","Ttc6"
"Il1rapl2.6",0.002412316,0.557697,0.959,0.894,1,"Med.B3","Il1rapl2"
"Tmem35a.2",0.002436642,-1.208837,0.592,0.683,1,"Med.B3","Tmem35a"
"Pafah1b1.2",0.002449822,-0.6167977,0.918,0.966,1,"Med.B3","Pafah1b1"
"Gtf2h5.1",0.002452208,-1.44927,0.306,0.499,1,"Med.B3","Gtf2h5"
"Zfat.2",0.002457783,0.3623648,0.857,0.672,1,"Med.B3","Zfat"
"Madd.3",0.00246519,0.2662707,1,0.966,1,"Med.B3","Madd"
"Tulp4.3",0.002466046,0.3289659,0.939,0.834,1,"Med.B3","Tulp4"
"Ano4.5",0.002478972,0.3080806,0.959,0.83,1,"Med.B3","Ano4"
"Atp5f1.2",0.002494268,-0.8335445,0.776,0.864,1,"Med.B3","Atp5f1"
"Rmnd5a",0.00254613,0.4829211,0.755,0.543,1,"Med.B3","Rmnd5a"
"Dscaml1.2",0.002563152,-1.323577,0.449,0.627,1,"Med.B3","Dscaml1"
"Cadm1.5",0.002575347,-1.080678,0.918,0.933,1,"Med.B3","Cadm1"
"Ypel5.2",0.002578541,-1.205868,0.49,0.626,1,"Med.B3","Ypel5"
"Rap1gap2.4",0.00258273,0.3466831,0.959,0.864,1,"Med.B3","Rap1gap2"
"Phf20l1.3",0.002585298,0.3022171,1,0.887,1,"Med.B3","Phf20l1"
"Vopp1.1",0.002604385,0.5716876,0.796,0.646,1,"Med.B3","Vopp1"
"Fus.2",0.002629383,0.3277206,0.959,0.834,1,"Med.B3","Fus"
"Lrp6.2",0.002665318,0.26206,0.898,0.724,1,"Med.B3","Lrp6"
"Ptpn4.2",0.002667599,0.3130524,0.939,0.833,1,"Med.B3","Ptpn4"
"Dennd2a.3",0.002677245,-1.065282,0.102,0.304,1,"Med.B3","Dennd2a"
"Itm2a.3",0.002683856,-0.9650243,0.735,0.811,1,"Med.B3","Itm2a"
"Atg7.1",0.002689827,0.2733255,0.98,0.82,1,"Med.B3","Atg7"
"Grip2.4",0.002697469,0.7299524,0.592,0.409,1,"Med.B3","Grip2"
"Gse1",0.002704903,0.3311326,0.347,0.172,1,"Med.B3","Gse1"
"Nrp2.2",0.002705069,0.3037019,0.633,0.42,1,"Med.B3","Nrp2"
"Glo1.2",0.002705991,-1.000715,0.653,0.762,1,"Med.B3","Glo1"
"Skap2.1",0.002711765,0.4106183,0.98,0.881,1,"Med.B3","Skap2"
"Mdga1.2",0.00273371,-1.399076,0.367,0.554,1,"Med.B3","Mdga1"
"Fam49b.2",0.002738605,0.3316868,1,0.89,1,"Med.B3","Fam49b"
"Slf2.2",0.002744075,0.5224605,0.673,0.484,1,"Med.B3","Slf2"
"Slc30a7.2",0.002744087,0.421343,0.878,0.663,1,"Med.B3","Slc30a7"
"Gramd1c.1",0.002769196,0.4438098,0.796,0.63,1,"Med.B3","Gramd1c"
"Herc2.2",0.002787389,0.3005123,1,0.991,1,"Med.B3","Herc2"
"Rps14.2",0.002838241,-1.010309,0.51,0.646,1,"Med.B3","Rps14"
"Lima1.1",0.002844821,0.3054085,0.939,0.808,1,"Med.B3","Lima1"
"Papd7.1",0.002866004,0.3326629,0.714,0.517,1,"Med.B3","Papd7"
"Il1rap.4",0.002876746,-1.000832,0.327,0.525,1,"Med.B3","Il1rap"
"Gas7.2",0.002877502,0.2807115,1,0.87,1,"Med.B3","Gas7"
"Cbx2",0.002889789,1.289051,0.122,0.036,1,"Med.B3","Cbx2"
"Cbln4.1",0.002909591,0.7182631,0.245,0.104,1,"Med.B3","Cbln4"
"Astn2.4",0.002916284,0.459214,0.959,0.869,1,"Med.B3","Astn2"
"Cacna1d.7",0.002949674,-1.084128,0.755,0.803,1,"Med.B3","Cacna1d"
"Lonrf2.2",0.002955802,0.6395697,0.633,0.444,1,"Med.B3","Lonrf2"
"Grcc10.2",0.002966087,-0.91968,0.551,0.655,1,"Med.B3","Grcc10"
"Mrpl51.2",0.002968541,-1.59063,0.102,0.297,1,"Med.B3","Mrpl51"
"Pfdn2.2",0.002977871,-1.320434,0.224,0.424,1,"Med.B3","Pfdn2"
"Prelid1.1",0.00299119,-0.8545549,0.531,0.689,1,"Med.B3","Prelid1"
"Khdrbs3.4",0.003005657,-0.6985035,0.449,0.655,1,"Med.B3","Khdrbs3"
"Zfp438.2",0.003031384,0.2746133,0.959,0.823,1,"Med.B3","Zfp438"
"Wsb1.1",0.003036785,0.4212519,0.939,0.801,1,"Med.B3","Wsb1"
"Zfp518b.2",0.00304094,0.2929609,0.571,0.351,1,"Med.B3","Zfp518b"
"Ap2m1.3",0.003048406,-0.7675081,0.98,0.947,1,"Med.B3","Ap2m1"
"Ccdc3.1",0.003059906,0.3007686,0.49,0.297,1,"Med.B3","Ccdc3"
"Selenot.2",0.003062357,-0.8164837,0.612,0.753,1,"Med.B3","Selenot"
"Iqcb1",0.003089693,0.5288506,0.347,0.181,1,"Med.B3","Iqcb1"
"Aff4.2",0.00311979,0.3074023,0.939,0.869,1,"Med.B3","Aff4"
"Impa2.1",0.003129388,0.4302846,0.551,0.342,1,"Med.B3","Impa2"
"Racgap1.3",0.003135879,0.4262466,0.857,0.679,1,"Med.B3","Racgap1"
"Bmper.2",0.003162558,1.021387,0.755,0.684,1,"Med.B3","Bmper"
"Gdf11.1",0.003173964,0.4560531,0.633,0.478,1,"Med.B3","Gdf11"
"Cript.2",0.003179489,-0.8406415,0.184,0.402,1,"Med.B3","Cript"
"Dnmt3a.1",0.003200795,0.3241146,0.755,0.605,1,"Med.B3","Dnmt3a"
"Tfpi.6",0.003223669,0.3561307,0.959,0.769,1,"Med.B3","Tfpi"
"Arfip2.2",0.003247501,-0.926923,0.306,0.535,1,"Med.B3","Arfip2"
"Csmd2.2",0.003249648,0.3026018,0.98,0.972,1,"Med.B3","Csmd2"
"Clta.2",0.003261208,-1.023826,0.612,0.74,1,"Med.B3","Clta"
"Cdc27",0.003280712,0.3970965,0.857,0.692,1,"Med.B3","Cdc27"
"Shisa9.4",0.003281599,0.2946913,1,0.916,1,"Med.B3","Shisa9"
"Prkag1.1",0.003284549,0.3836539,0.633,0.437,1,"Med.B3","Prkag1"
"Map1lc3a.3",0.003291845,-0.8165458,0.796,0.843,1,"Med.B3","Map1lc3a"
"Tia1.2",0.003293954,0.4194598,0.98,0.778,1,"Med.B3","Tia1"
"Car8.1",0.003354103,1.826107,0.633,0.532,1,"Med.B3","Car8"
"Taok1.2",0.003356967,0.2809575,0.918,0.861,1,"Med.B3","Taok1"
"Map4k5.1",0.003357966,0.4823869,0.653,0.448,1,"Med.B3","Map4k5"
"Sh3bgrl3.2",0.003363396,-1.58503,0.449,0.563,1,"Med.B3","Sh3bgrl3"
"Ubash3b.3",0.003372585,0.3117958,0.918,0.773,1,"Med.B3","Ubash3b"
"Gria1.3",0.003388825,-1.579559,0.327,0.505,1,"Med.B3","Gria1"
"Zzef1",0.003389767,0.567325,0.592,0.395,1,"Med.B3","Zzef1"
"Rps6.2",0.003389781,-0.6750901,0.592,0.742,1,"Med.B3","Rps6"
"Sorcs3.3",0.003392324,-1.472852,0.429,0.606,1,"Med.B3","Sorcs3"
"Fstl1.1",0.003417545,-1.402354,0.163,0.361,1,"Med.B3","Fstl1"
"Qdpr.2",0.003420201,-0.8732126,0.49,0.657,1,"Med.B3","Qdpr"
"Fh1.2",0.003426586,-1.152258,0.347,0.547,1,"Med.B3","Fh1"
"Rrp15",0.003435929,0.4720685,0.694,0.501,1,"Med.B3","Rrp15"
"Idh1.3",0.003442442,-0.6650953,0.51,0.725,1,"Med.B3","Idh1"
"Scyl1.2",0.003450453,0.4427308,0.714,0.553,1,"Med.B3","Scyl1"
"Plat",0.003457557,-0.3913126,0.347,0.172,1,"Med.B3","Plat"
"Armc5",0.003465831,0.3600747,0.122,0.038,1,"Med.B3","Armc5"
"Adcy1.2",0.003472058,0.2916621,1,0.921,1,"Med.B3","Adcy1"
"Slc25a5.3",0.003501665,-0.8698747,0.796,0.848,1,"Med.B3","Slc25a5"
"Cox7a2.2",0.00351275,-0.7106215,0.816,0.883,1,"Med.B3","Cox7a2"
"Tbc1d30.1",0.003537829,0.4691818,0.898,0.753,1,"Med.B3","Tbc1d30"
"Rit2.8",0.003540896,-1.558415,0.429,0.588,1,"Med.B3","Rit2"
"Cmc4.2",0.003545141,0.3938261,0.755,0.569,1,"Med.B3","Cmc4"
"ENSMUSG00000037818.2",0.003545898,0.4109255,0.776,0.585,1,"Med.B3","ENSMUSG00000037818"
"Mgrn1.1",0.003546744,0.2714976,0.735,0.575,1,"Med.B3","Mgrn1"
"Pik3cb.1",0.003550285,0.3279045,0.776,0.674,1,"Med.B3","Pik3cb"
"Hectd2.1",0.003557902,0.3909448,0.898,0.74,1,"Med.B3","Hectd2"
"Pknox2",0.003590105,1.218952,0.408,0.251,1,"Med.B3","Pknox2"
"Pm20d2.1",0.003590294,0.4089688,0.429,0.255,1,"Med.B3","Pm20d2"
