"","RNA.Med.A1","RNA.MedL.A1","RNA.MedL.A2","RNA.IntA.A1","RNA.IntP.A1","RNA.IntP.A2","RNA.Lat.A1","RNA.Med.B1","RNA.MedL.Bgly","RNA.MedDL.B1","RNA.IntA.B1","RNA.IntA.B2","RNA.IntP.B1","RNA.Lat.B1","RNA.Lat.B2"
"Nom1",45.2898909836481,50.7074923039183,39.0202908813932,49.5087625251807,61.2274983457572,43.4939540753816,32.8238583843472,33.2212273178638,48.4543355935508,49.1916057742788,42.8476559368568,35.8278963092619,39.0966826830118,38.9458139966625,30.8204239641414
"Mnx1",0.0279035483714708,0,0,0,0.0112792367827732,0,0.00589995730318899,0,0,0,0.0104027370188898,0.0035743861206301,0,0.0052395675221206,0
"Ube3c",275.268866162304,316.117021856674,299.559506218064,273.964064231548,269.968438731939,302.865066417557,313.982242488497,324.537632879499,287.124373250162,329.410329037863,299.640582445399,288.191539752303,315.404916706841,312.656519808136,342.914515969442
"Dnajb6",39.129985742469,52.1412186768301,75.0101240312215,47.7151168946333,47.4128217812053,64.4183015092104,41.5213032039801,58.886353263286,59.3853607790996,30.5397200617193,49.7753664017595,62.3348408787724,41.4581078085402,54.5646362989393,72.1009181524767
"Il6",0,0.0165226084006818,0.0100152710816264,0.0141978214983639,0.00657451614453963,0.0140085373630105,0.0232016051868156,0.00709280272738125,0,0.0319521808882513,0.0186377968880473,0.0162424775852527,0.0708693893002727,0.0175707832292542,0.0613758250445282
"Garem2",0,0.0122126555966143,0,0.00743998406653012,0,0.0169479116105397,0,0.0255820564614648,0.187703541027301,0.0186233625315377,0.503821095545362,1.39491433408495,0.796000608164724,0.166910738972726,0.0888713149694599
"Hadha",115.744775167636,56.330155632806,67.7812325420645,67.3728579060214,61.9836262918085,92.582002474167,81.6898443611121,77.9386475173006,80.7950387573123,94.4873261396399,81.6357166252082,86.9026250000324,94.8471682294014,94.7060722059041,167.557033138854
"Hadhb",508.016964196237,264.958353456448,322.506826172018,288.567561895324,296.671039925109,246.62241346496,346.480888217926,299.105182767092,251.024418349603,431.029838441851,506.279339175462,468.155851843782,315.756790938291,458.559710186517,549.529725962546
"Selenoi",53.0721431306959,103.35612705812,80.7934017110816,76.4550526591788,63.2201676036626,100.717862290436,69.910159378359,90.5188001977529,81.4950958694953,98.7285246859232,79.8784739015937,78.4640992244319,96.6115426245921,83.9170534610739,86.3945809280405
"Drc1",0.104730784157777,3.68133028173587,0.97664161291108,7.17933315223123,0.0706528256532186,8.18558533316186,1.58200225359567,0.785824747258625,24.1462183263329,1.45391565929817,1.70093698304222,5.35463791430663,3.1527352331123,2.74437880716306,0.467975674642655
"Otof",0.581354573431023,0.309804274994972,0.234443031542133,2.89245151465207,0.0863587428783651,1.0395689560997,6.13586696554862,0.27913489567006,0.219880566494721,0.340169318721765,0.11994851666328,0.0945987158054751,0.219439935440469,0.200084385766739,2.74249135341246
"Kcnk3",18.9386306148208,10.0959039576999,18.8901767729085,7.27535572743339,7.24214440929832,14.9491948585737,14.9985173986854,8.71305793133418,7.23115322957623,12.1491456768248,2.72463716217121,1.93257182471037,12.0942725835864,3.88136282192832,1.98848046155171
"Cenpa",0.0143158065200425,0.0526060863371438,6.93075463086441,0.0239776820284146,0,0.0170481778740875,0.0181259319366198,0.0549726804236591,0.114496395985963,0.0139897874229568,0.00426120808613335,0.00501349231050603,0.00695004772736775,0.0184825617084881,0
"Dpysl5",51.3144720252797,108.20341691378,111.194252045798,92.174206330681,165.399112734425,140.108175359397,106.797877611486,50.245650888734,30.4023533476745,70.3575357542024,20.9262571066245,26.898273552746,49.0829272227688,43.3024529832436,89.515979862453
"Mapre3",100.606257726118,116.109426836789,123.644020571018,99.0568544652822,146.414038053667,95.4719418483166,121.523412488334,108.039205364544,114.546720144836,125.197244331529,113.18564286042,119.495870239749,133.925101976706,93.710450510066,111.297709224053
"Tmem214",27.7374669472385,44.2523692317721,41.3001009667708,31.149754941906,58.9791025923046,35.3809714911363,38.7114238248405,49.6239930481537,35.0352001983046,43.6609161058392,47.0412665474167,38.8866888000193,32.8241356466,36.6212895798365,20.0118392019718
"Agbl5",23.1307167685292,26.6549646092787,30.6179011093514,20.7767009156479,24.9706501023352,26.276592622024,34.9401334614575,11.1711861513296,14.4702894419728,15.8119819384546,9.73769308726973,10.2119067649807,9.15671041111599,9.20433140190158,37.0208901615208
"Ost4",0.675097137976395,3.95929097101065,1.98261000860594,2.47918140171909,1.27021256276691,4.58220644166534,2.46652877607309,4.52124731432418,1.4516423256374,2.58812429019891,1.82202732645896,2.30544099555273,3.20244205109732,1.67695556058005,1.98308678506146
"Emilin1",0.0103582195496727,0.01052454000673,0.00620830533180685,0,0,0.0439286992097704,0.177894849663783,0.010331637505241,0.0192561310365853,0.264014874191835,0.00831811610118089,0.0066745739588786,0.0452904176863481,0.72905767701555,0.0229573280331249
"Khk",15.0802672973968,11.4663704277437,17.7631677451579,10.3633127581928,11.5382945822005,4.56571933865952,18.2476856729333,11.3736173229846,6.84951671548839,21.00170311979,14.9545048652374,22.4921197322234,15.8522770109989,13.6448047805974,19.5749604809556
"Slc5a6",41.9757200968608,47.8194807935427,70.2131392659887,35.6331705777423,18.6748356182388,32.2483163045502,36.6362278561327,32.6377763066654,48.5813710485366,38.7842339029773,35.0574456162405,33.4961383091542,29.6368879338583,28.8597482688174,27.698691350785
"Atraid",97.6247545314417,85.3954888201965,109.018380600614,92.6336996873807,88.8994647478127,131.459189172622,92.0678456216977,31.8100889363493,46.7244938516788,81.0796849346931,57.9192395782247,59.2752654493793,55.5926661182897,45.4530453120021,69.506523533271
"Slc30a3",0.0102512907092593,0.0261841301336772,0.0160935907481506,1.76443346669999,0.0229691198100068,0.0210221101339952,0.173193600580528,0.112541615247636,39.7448562122732,0.694352015834703,0.617116783728762,0.0496161398363025,0.0400225033172344,0.0362683632357458,1.51169515190803
"Trim54",0.0358841932252566,0.0810751322902683,0.0675809303026009,0.0431440609493137,0,0.0714503620325173,0.0393466485636532,0.0767101942653233,0.0344429733466795,0.14550840277803,0.0465322459840001,0.0192479466519876,0.0985888198142528,0.141114309500375,0.0378344809711975
"Ucn",0,0,0,0,0,0,0,0,0,0.0167394380255953,0,0,0,0,0
"Mpv17",45.7715985484956,37.989008795709,36.419555311681,22.5391057062636,36.2639038350952,40.1546010649422,30.1665725798394,34.7261306499312,28.336755622932,31.7398418718602,26.3043887581773,29.3514493201604,20.2837770798582,25.4229582670481,27.6921939888375
"Eif2b4",78.4581227931219,90.8238921438463,88.6177838426301,60.6879325241949,39.3547297745309,58.3316439581556,69.7976779712774,68.6014152929294,84.7804119210423,73.8481145302665,66.2243471362106,76.2732053750925,64.722955932965,63.1343806277891,91.0147489734757
"Snx17",38.2506915058078,40.2245901310589,44.6536909027709,44.8057511935326,47.9464638756697,43.3114141568317,59.8084288108743,21.2956266032348,32.8128880446836,22.8161555442418,28.9670044441525,27.4844774056907,26.5167714392514,22.3633684621062,42.327021599001
"Zfp513",5.92587787457656,2.37902753754669,3.76978287983173,0,0.48203723294647,2.07578748383247,3.39186310167003,1.16764871988896,3.01212546620124,2.79313291762134,1.25580167555339,1.36289258761762,5.43613088728284,3.78940306332013,7.03060235526967
"Ppm1g",22.0938825510921,33.3821641314444,30.2774833510998,37.6773935236753,51.1821165601047,46.8895747441108,54.6400374646042,38.8755091792336,22.2322458818558,35.6642143978639,29.9015741893888,41.1410828562972,35.4409870385005,28.6777641471962,25.7064675825932
"Nrbp1",99.8797618437418,125.846605302045,109.06595313062,145.302592980184,116.344537774732,123.257494304123,104.493264832,124.827914137612,110.224638068606,87.5037470444036,112.681791134747,93.5571156561134,78.5860292675453,116.417712463856,109.321558130838
"Krtcap3",0,3.00105928939015,3.75055965180867,0.198387025312201,0,1.05772812266728,1.16270646807929,0.84429975996802,0,0.122843808617994,0.913340766278045,2.03911366308185,3.34925883130753,0.830093937670842,0
"Ift172",49.519869442548,69.2359874657478,41.390215759998,47.585995919193,32.7908675104265,83.8052595808359,67.2561563935117,47.8974290764638,51.9768899482407,77.2315287055151,67.021708468158,48.6904821795896,70.4317945637147,42.7526204510974,50.2441290494693
"Fndc4",96.7895638003029,103.313241648861,134.715384886935,92.0170869661005,155.886375516985,112.591149827951,104.568983365468,74.4208256826511,69.6931223159498,91.774384216841,83.8687094376018,86.4358000211911,98.6561040594541,68.8483933397965,78.7883247521245
"Zfp512",89.0634354641337,85.1409687035309,93.4582912763209,89.7348408588782,104.96919361888,93.2277104723483,91.7337446548548,76.1643913844058,62.4387254374567,63.6997748938643,61.5661321074278,84.6989381807692,60.9397565928935,73.4877232027064,73.7346027874254
"Gpn1",43.6059097212981,27.3321227786156,40.1407090376864,29.4651364619383,44.7419725894969,42.7490175894262,28.1725069219925,30.7776786721021,22.2185042563533,30.3348252083127,38.607413727527,60.4823868557191,23.2537733716943,37.3470797434059,32.1939610313357
"Supt7l",30.0748816938141,25.9018204929602,21.0282339990411,19.0770687727025,13.6198673562154,23.1267038374332,21.1686804866515,20.8831718042648,22.6027133659545,15.9388715456415,16.4265253879218,16.3928949898561,16.9881011722952,14.3509536109246,20.2537095399582
"Slc4a1ap",61.3041053361424,62.5840285523684,38.1583152895784,39.5350452905349,45.7051309442915,44.1998632342897,41.1255693804693,39.6622269295256,66.3626957785734,34.7418707042261,49.2927685579222,50.0732446323174,38.9378195728953,42.9395375780677,33.3648274575497
"Rbks",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Babam2",270.030895231738,133.935852602361,136.238391771446,129.621635553258,176.824228549348,114.849933485906,113.396664757744,132.67905747021,161.389700080233,139.059379666777,159.318174113097,139.278736258552,147.142172709997,135.162492907228,141.855972554397
"Fosl2",1.08745131076113,0.875170044037306,0.222598044156235,0.886838651503861,0.0366348376091728,0.292555406373457,2.33941108605844,1.44055939058323,0.20457103454902,0.544216829654044,1.6380619494698,0.882114828013998,0.100604585347785,0.651337403662242,0.442587434722299
